ApplNo,ProductNo,TECode
213057,004,AB
213057,005,AB
215988,001,AB
215586,001,AB
075037,002,AB
075037,001,AB
215238,001,AB
215238,002,AB
213366,001,AB
213366,002,AB
213276,001,AB
213276,002,AB
214051,001,AB
214051,002,AB
213483,001,AB
213483,002,AB
213442,001,AB
213442,002,AB
204154,001,AB
215922,001,AB
218324,001,AB
206910,001,AB
206910,002,AB
206910,003,AB
203770,001,AB
040416,001,AB
040416,002,AB
040416,003,AB
040416,004,AB
040416,005,AB
040416,006,AB
040416,007,AB
040416,008,AB
040416,009,AB
219254,001,AB
219254,002,AB
219254,003,AB
219254,004,AB
201281,003,AB
201281,001,AB
201281,002,AB
204441,001,AB2
204441,002,AB2
204441,003,AB
204441,004,AB2
204441,005,AB
021906,002,AB
021906,001,AB
021035,004,AB
021035,001,AB
021035,002,AB
021035,003,AB
219129,001,AB
075912,001,AB
210457,001,AB
075319,001,AB
216407,001,AB
216759,001,AB
210616,001,AB
216651,001,AB
215745,001,AB
074761,001,AB
215788,001,AB
074754,001,AB
217038,001,AB
011366,002,AB
017533,001,AB
017533,002,AB
017533,003,AB
202107,001,AB
022181,001,AB
075215,001,AB
075215,002,AB
075215,003,AB
209603,001,AB
209603,002,AB
209603,003,AB
211325,001,AB
211325,002,AB
211325,003,AB
212990,001,AB
212990,002,AB
212990,003,AB
074787,001,AB
074787,002,AB
074787,003,AB
207863,001,AB
207863,002,AB
207863,003,AB
200908,001,AB
200908,002,AB
200908,003,AB
211953,001,AB
211953,002,AB
211953,003,AB
075113,001,AB
075113,002,AB
075113,003,AB
075133,001,AB
075133,002,AB
075133,003,AB
207743,001,AB
207743,002,AB
207743,003,AB
204974,001,AB
204974,002,AB
204974,003,AB
204974,004,AB
214695,001,AB
214695,002,AB
214695,003,AB
214695,004,AB
204994,001,AB
204994,002,AB
204994,003,AB
204994,004,AB
205006,001,AB
205006,002,AB
205006,003,AB
205006,004,AB
204787,001,AB
204787,002,AB
204787,003,AB
204787,004,AB
208308,001,AB
208308,002,AB
208308,003,AB
208308,004,AB
218014,001,AB
218014,002,AB
218014,003,AB
218014,004,AB
208466,001,AB
208466,002,AB
208466,003,AB
208466,004,AB
204921,001,AB
204921,002,AB
204921,003,AB
204921,004,AB
205237,001,AB
205237,002,AB
205237,003,AB
205237,004,AB
205031,001,AB
205031,002,AB
205031,003,AB
205031,004,AB
213109,001,AB
213109,002,AB
213109,003,AB
213109,004,AB
020241,005,AB
020241,001,AB
020241,002,AB
020241,003,AB
211306,001,AB
202941,001,AB
091606,001,AB
091606,002,AB
206974,001,AB
206974,002,AB
077464,001,AB
077464,002,AB
203586,001,AB
077221,001,AB
077221,002,AB
203260,001,AB
203277,001,AB
203277,002,AB
205217,001,AB
205217,002,AB
090198,001,AB
090198,002,AB
090457,001,AB
090457,002,AB
077558,001,AB
077411,001,AB
206375,001,AB
079124,001,AB
203259,001,AB
090246,001,AB
090679,001,AB
079128,001,AB
090607,001,AB
090607,002,AB
090607,003,AB
090607,004,AB
200694,001,AB
200694,002,AB
200694,003,AB
200694,004,AB
078956,001,AB
078956,002,AB
078956,003,AB
078956,004,AB
076708,001,AB
076708,002,AB
076708,003,AB
076708,004,AB
090169,001,AB
090169,002,AB
090169,003,AB
090169,004,AB
204499,001,AB
204499,002,AB
204499,003,AB
204499,004,AB
079132,001,AB
079132,002,AB
079132,003,AB
079132,004,AB
078691,001,AB
078691,002,AB
078691,003,AB
078691,004,AB
078625,001,AB
078625,002,AB
078625,003,AB
078625,004,AB
078525,001,AB
078525,002,AB
078525,003,AB
078525,004,AB
078947,001,AB
078947,002,AB
078947,003,AB
078947,004,AB
090170,001,AB
090170,002,AB
090170,003,AB
090170,004,AB
077633,001,AB
077633,003,AB
077633,004,AB
077633,005,AB
020405,001,AB
020405,002,AB
020405,004,AB
203007,001,AB
217968,001,AB
202994,001,AB
016273,002,AB
016273,001,AB
016273,003,AB
200603,003,AB
200603,001,AB
200603,005,AB
200603,002,AB
200603,004,AB
212453,001,AB
212453,002,AB
213497,001,AB
213497,002,AB
091369,001,AB
091369,002,AB
077090,001,AB
077090,002,AB
213652,001,AB
213652,002,AB
077087,001,AB
077087,002,AB
077086,001,AB
077086,002,AB
211863,001,AB
211863,002,AB
212308,001,AB
212308,002,AB
203435,002,AB
203435,001,AB
022081,001,AB
022081,002,AB
090934,001,AB
205869,001,AB
211717,001,AB
200161,001,AB
090289,001,AB
071198,001,AB
071199,001,AB
074544,001,AB
074544,003,AB
074544,004,AB
074544,002,AB
072733,001,AB
072734,001,AB
072735,001,AB
072736,001,AB
213929,001,AB
213929,002,AB
213929,003,AB
213929,004,AB
211132,001,AB
211132,002,AB
211132,003,AB
211132,004,AB
216375,004,AB
216375,001,AB
216375,002,AB
216375,003,AB
078993,004,AB
078993,001,AB
078993,002,AB
078993,003,AB
201293,004,AB
201293,001,AB
201293,002,AB
201293,003,AB
090515,004,AB
090515,001,AB
090515,002,AB
090515,003,AB
079042,004,AB
079042,001,AB
079042,002,AB
079042,003,AB
090025,001,AB
078154,001,AB
078154,002,AB
078154,003,AB
214815,004,AB
214815,001,AB
214815,002,AB
214815,003,AB
090261,001,AB
076919,002,AB
076919,003,AB
090484,001,AB
078526,001,AB
078526,002,AB
078526,003,AB
077319,001,AB
077319,002,AB
077319,003,AB
078106,004,AB
078106,001,AB
078106,002,AB
078106,003,AB
090767,004,AB
090767,001,AB
090767,002,AB
090767,003,AB
215069,002,AB
215069,003,AB
215069,004,AB
215069,001,AB
078904,001,AB
076920,001,AB
076920,002,AB
076920,003,AB
078042,004,AB
078042,001,AB
078042,002,AB
078042,003,AB
078960,001,AB
078960,004,AB
078960,003,AB
078960,002,AB
078858,004,AB
078858,001,AB
078858,002,AB
078858,003,AB
078869,004,AB
078869,001,AB
078869,002,AB
078869,003,AB
091491,004,AB
091491,001,AB
091491,002,AB
091491,003,AB
078918,002,AB
078918,001,AB
021342,001,AB1
021342,001,AB2
021342,001,AB3
021342,002,AB1
021342,002,AB2
021342,002,AB3
021342,003,AB1
021342,003,AB2
021342,003,AB3
021342,004,AB1
021342,004,AB2
021342,004,AB3
021342,005,AB1
021342,005,AB2
021342,005,AB3
021342,006,AB1
021342,006,AB2
021342,006,AB3
021342,007,AB1
021342,007,AB2
021342,007,AB3
021342,012,AB1
021342,012,AB2
021342,012,AB3
021342,008,AB1
021342,008,AB2
021342,008,AB3
021342,009,AB1
021342,009,AB2
021342,009,AB3
021342,010,AB1
021342,010,AB2
021342,010,AB3
021342,011,AB1
021342,011,AB2
021342,011,AB3
216384,001,AB
076858,001,AB
090392,001,AB
090385,001,AB
091264,001,AB
205564,001,AB
202046,001,AB
203646,001,AB
090362,001,AB
090229,001,AB
090199,001,AB
201043,001,AB
201043,002,AB
201043,003,AB
076890,001,AB
076890,002,AB
076890,003,AB
076710,001,AB
076710,002,AB
076710,003,AB
200250,001,AB
200250,002,AB
200250,003,AB
204968,001,AB
204968,002,AB
204968,003,AB
202801,001,AB
202801,002,AB
202801,003,AB
078424,001,AB
078424,002,AB
078424,003,AB
200839,001,AB
200839,002,AB
200839,003,AB
202200,001,AB
202200,002,AB
202200,003,AB
076361,001,AB
076361,002,AB
076361,003,AB
077652,001,AB
077652,002,AB
077652,003,AB
021137,001,AB1
021137,001,AB2
021137,001,AB3
021137,001,AB4
021137,002,AB1
021137,002,AB2
021137,002,AB3
021137,002,AB4
021137,003,AB1
021137,003,AB2
021137,003,AB3
021137,003,AB4
021137,004,AB1
021137,004,AB2
021137,004,AB3
021137,004,AB4
021137,005,AB1
021137,005,AB2
021137,005,AB3
021137,005,AB4
021137,006,AB1
021137,006,AB2
021137,006,AB3
021137,006,AB4
021137,007,AB1
021137,007,AB2
021137,007,AB3
021137,007,AB4
021137,008,AB1
021137,008,AB2
021137,008,AB3
021137,008,AB4
021137,009,AB1
021137,009,AB2
021137,009,AB3
021137,009,AB4
021137,010,AB1
021137,010,AB2
021137,010,AB3
021137,010,AB4
021137,011,AB1
021137,011,AB2
021137,011,AB3
021137,011,AB4
021137,012,AB1
021137,012,AB2
021137,012,AB3
021137,012,AB4
203871,001,AB
203872,001,AB
202791,001,AB
203164,001,AB
091440,001,AB
079218,001,AB
200490,001,AB
078834,001,AB
091674,001,AB
206053,001,AB
200493,001,AB
205131,001,AB
200492,001,AB
214640,001,AB3
211484,001,AB
074278,001,AB
213479,003,BX
213479,001,BX
213479,002,BX
212024,001,AB
213906,001,AB
212399,001,AB1
212399,001,AB2
212399,001,AB3
212399,001,AB4
212399,002,AB1
212399,002,AB2
212399,002,AB3
212399,002,AB4
212399,003,AB1
212399,003,AB2
212399,003,AB3
212399,003,AB4
212399,004,AB1
212399,004,AB2
212399,004,AB3
212399,004,AB4
212399,005,AB1
212399,005,AB2
212399,005,AB3
212399,005,AB4
212399,006,AB1
212399,006,AB2
212399,006,AB3
212399,006,AB4
212399,007,AB1
212399,007,AB2
212399,007,AB3
212399,007,AB4
212399,008,AB1
212399,008,AB2
212399,008,AB3
212399,008,AB4
212399,009,AB1
212399,009,AB2
212399,009,AB3
212399,009,AB4
212399,010,AB1
212399,010,AB2
212399,010,AB3
212399,010,AB4
212399,011,AB1
212399,011,AB2
212399,011,AB3
212399,011,AB4
212399,012,AB1
212399,012,AB2
212399,012,AB3
212399,012,AB4
215259,001,AB4
215259,002,AB4
215259,003,AB4
215259,004,AB4
215259,005,AB4
215259,006,AB4
215259,007,AB4
215259,008,AB4
215259,009,AB4
215259,010,AB4
215259,011,AB4
215259,012,AB4
209713,001,AB1
209713,001,AB2
209713,001,AB3
209713,002,AB1
209713,002,AB2
209713,002,AB3
209713,003,AB1
209713,003,AB2
209713,003,AB3
209713,004,AB1
209713,004,AB2
209713,004,AB3
209713,005,AB1
209713,005,AB2
209713,005,AB3
209713,006,AB1
209713,006,AB2
209713,006,AB3
209713,007,AB1
209713,007,AB2
209713,007,AB3
209713,008,AB1
209713,008,AB2
209713,008,AB3
209713,009,AB1
209713,009,AB2
209713,009,AB3
209713,010,AB1
209713,010,AB2
209713,010,AB3
209713,011,AB1
209713,011,AB2
209713,011,AB3
209713,012,AB1
209713,012,AB2
209713,012,AB3
211417,001,AB1
211417,001,AB2
211417,001,AB3
211417,001,AB4
211417,002,AB1
211417,002,AB2
211417,002,AB3
211417,002,AB4
211417,003,AB1
211417,003,AB2
211417,003,AB3
211417,003,AB4
211417,004,AB1
211417,004,AB2
211417,004,AB3
211417,004,AB4
211417,005,AB1
211417,005,AB2
211417,005,AB3
211417,005,AB4
211417,006,AB1
211417,006,AB2
211417,006,AB3
211417,006,AB4
211417,007,AB1
211417,007,AB2
211417,007,AB3
211417,007,AB4
211417,008,AB1
211417,008,AB2
211417,008,AB3
211417,008,AB4
211417,009,AB1
211417,009,AB2
211417,009,AB3
211417,009,AB4
211417,010,AB1
211417,010,AB2
211417,010,AB3
211417,010,AB4
211417,011,AB1
211417,011,AB2
211417,011,AB3
211417,011,AB4
211417,012,AB1
211417,012,AB2
211417,012,AB3
211417,012,AB4
076187,001,AB1
076187,001,AB2
076187,001,AB3
076187,001,AB4
076187,002,AB1
076187,002,AB2
076187,002,AB3
076187,002,AB4
076187,003,AB1
076187,003,AB2
076187,003,AB3
076187,003,AB4
076187,004,AB1
076187,004,AB2
076187,004,AB3
076187,004,AB4
076187,005,AB1
076187,005,AB2
076187,005,AB3
076187,005,AB4
076187,006,AB1
076187,006,AB2
076187,006,AB3
076187,006,AB4
076187,007,AB1
076187,007,AB2
076187,007,AB3
076187,007,AB4
076187,012,AB1
076187,012,AB2
076187,012,AB3
076187,012,AB4
076187,008,AB1
076187,008,AB2
076187,008,AB3
076187,008,AB4
076187,009,AB1
076187,009,AB2
076187,009,AB3
076187,009,AB4
076187,010,AB1
076187,010,AB2
076187,010,AB3
076187,010,AB4
076187,011,AB1
076187,011,AB2
076187,011,AB3
076187,011,AB4
207588,001,AB1
207588,001,AB2
207588,001,AB3
207588,001,AB4
207588,002,AB1
207588,002,AB2
207588,002,AB3
207588,002,AB4
207588,003,AB1
207588,003,AB2
207588,003,AB3
207588,003,AB4
207588,004,AB1
207588,004,AB2
207588,004,AB3
207588,004,AB4
207588,005,AB1
207588,005,AB2
207588,005,AB3
207588,005,AB4
207588,006,AB1
207588,006,AB2
207588,006,AB3
207588,006,AB4
207588,007,AB1
207588,007,AB2
207588,007,AB3
207588,007,AB4
207588,008,AB1
207588,008,AB2
207588,008,AB3
207588,008,AB4
207588,009,AB1
207588,009,AB2
207588,009,AB3
207588,009,AB4
207588,010,AB1
207588,010,AB2
207588,010,AB3
207588,010,AB4
207588,011,AB1
207588,011,AB2
207588,011,AB3
207588,011,AB4
207588,012,AB1
207588,012,AB2
207588,012,AB3
207588,012,AB4
021301,001,AB1
021301,001,AB3
021301,002,AB1
021301,002,AB3
021301,003,AB1
021301,003,AB3
021301,004,AB1
021301,004,AB3
021301,005,AB1
021301,005,AB3
021301,006,AB1
021301,006,AB3
021301,007,AB1
021301,007,AB3
021301,008,AB1
021301,008,AB3
021301,009,AB1
021301,009,AB3
021301,010,AB1
021301,010,AB3
021301,011,AB1
021301,011,AB3
021323,001,AB
021323,002,AB
021323,003,AB
208423,001,AB
208335,001,AB
208336,003,AB
208336,001,AB
208336,002,AB
205233,001,AB
205517,001,AB
210702,001,AB
078987,001,AB
204239,001,AB
207526,001,AB
078845,001,AB
206097,001,AB
218070,001,AB
218070,002,AB
218070,003,AB
090097,001,AB
090097,002,AB
090097,003,AB
200295,001,AB
200295,002,AB
200295,003,AB
091382,001,AB
091382,002,AB
091382,003,AB
211510,001,AB
211510,002,AB
211510,003,AB
214803,001,AB
214803,002,AB
214803,003,AB
020702,001,AB
020702,002,AB
020702,003,AB
020702,004,AB
075903,001,AB
075903,002,AB
075903,003,AB
075903,004,AB
075903,005,AB
075903,006,AB
077622,001,AB
077622,002,AB
077622,003,AB
077622,004,AB
077622,005,AB
077622,006,AB
075994,001,AB
075994,002,AB
075994,003,AB
075994,004,AB
075994,005,AB
075994,006,AB
076102,001,AB
076102,002,AB
076102,003,AB
076102,004,AB
076102,005,AB
076102,006,AB
203508,001,AB
203508,002,AB
203508,003,AB
203508,004,AB
203508,005,AB
203508,006,AB
077321,001,AB
077321,002,AB
077321,003,AB
077321,004,AB
077321,005,AB
077321,006,AB
075743,001,AB
076164,004,AB
075743,002,AB
076164,005,AB
075743,003,AB
076164,006,AB
075743,004,AB
076164,001,AB
075743,005,AB
076164,002,AB
075743,006,AB
076164,003,AB
212041,001,AB
212041,002,AB
212041,003,AB
208920,001,AB
208920,002,AB
208920,003,AB
075944,001,AB
075944,002,AB
075944,003,AB
075944,004,AB
075944,006,AB
075944,005,AB
076059,001,AB
076059,002,AB
076059,003,AB
076059,004,AB
076059,005,AB
076059,006,AB
078402,001,AB
078402,002,AB
078402,003,AB
078402,004,AB
078402,005,AB
078402,006,AB
077606,001,AB
077606,002,AB
077606,003,AB
076674,001,AB
076674,002,AB
076674,003,AB
204058,001,AB
204058,002,AB
204058,003,AB
077912,001,AB
077912,002,AB
077912,003,AB
076230,001,AB
076230,002,AB
076230,003,AB
076262,001,AB
076262,002,AB
076262,003,AB
076007,001,AB
076007,002,AB
076007,003,AB
076194,003,AB
076194,001,AB
076194,002,AB
018558,001,AB
091027,001,AB
022363,001,AB
022363,002,AB
022363,003,AB
206852,001,AB
209632,001,AB
017830,001,AB
218613,001,AB
218699,001,AB
207952,001,AB
203495,001,AA
012462,001,AA
207981,001,AB
207981,002,AB
018422,003,AB
091677,001,AB
091677,002,AB
213857,001,AB
213857,002,AB
204739,001,AB
204739,002,AB
079074,001,AB
079074,002,AB
017963,001,AB
017963,002,AB
018303,001,AB
071586,001,AB
071587,001,AB
077396,001,AB
077396,002,AB
077396,003,AB
203572,001,AB
203572,002,AB
203572,003,AB
218597,001,AB
218597,002,AB
218597,003,AB
078203,001,AB
078203,002,AB
078203,003,AB
077754,001,AB
077754,002,AB
077754,003,AB
071141,002,AB
071141,003,AB
071141,001,AB
076045,001,AB
076045,002,AB
076045,003,AB
072926,001,AB
072927,001,AB
072928,001,AB
079221,001,AB
090544,001,AB
090544,002,AB
090544,003,AB
090428,001,AB
090428,002,AB
090428,003,AB
090083,001,AB
090083,002,AB
090083,003,AB
077424,001,AB
077424,002,AB
077424,003,AB
215959,001,AB
215959,002,AB
215959,003,AB
203835,001,AB
203835,002,AB
203835,003,AB
201170,001,AB
201170,002,AB
201170,003,AB
078232,001,AB
078232,002,AB
078232,003,AB
202230,001,AB
202230,002,AB
202230,003,AB
091541,001,AB
091541,002,AB
091541,003,AB
217396,001,AB
217396,002,AB
217396,003,AB
091497,001,AB
091497,002,AB
091497,003,AB
090382,001,AB
090382,002,AB
090382,003,AB
203030,001,AB
203030,002,AB
203030,003,AB
091129,001,AB
091129,002,AB
091129,003,AB
078243,001,AB
078243,002,AB
078243,003,AB
091617,001,AB
091617,002,AB
091617,003,AB
091629,001,AB
091629,002,AB
091629,003,AB
077948,001,AB
077948,003,AB
077948,002,AB
201845,001,AB
201845,002,AB
201845,003,AB
078245,001,AB
078245,002,AB
078245,003,AB
202289,001,AB
202289,002,AB
202289,003,AB
204901,001,AB
204901,002,AB
204901,003,AB
077157,001,AB
077157,002,AB
077157,003,AB
204832,001,AB
204832,002,AB
204832,003,AB
078385,001,AB
078385,002,AB
022262,001,AB
019851,002,AB
019851,003,AB
019851,004,AB
020033,002,AB
020033,004,AB
020033,003,AB
021107,002,AB
021107,001,AB
075828,001,AB
075828,002,AB
075828,003,AB
075991,001,AB
075991,002,AB
075991,003,AB
075300,001,AB
075300,002,AB
075300,003,AB
077748,001,AB
077748,002,AB
077748,003,AB
075636,001,AB
075636,002,AB
075636,003,AB
078296,001,AB
078296,002,AB
078296,003,AB
075551,003,AB
075551,002,AB
075551,001,AB
209229,001,AB
021476,001,AB
021476,002,AB
021476,003,AB
208049,001,AB
208049,002,AB
208049,003,AB
208049,004,AB
208049,005,AB
213248,001,AB
213248,002,AB
213248,003,AB
213248,004,AB
213248,005,AB
212244,001,AB
212244,002,AB
212244,003,AB
212244,004,AB
212244,005,AB
208002,001,AB
208002,002,AB
208002,003,AB
208002,004,AB
208002,005,AB
218174,001,AB
218174,002,AB
218174,003,AB
218174,004,AB
218174,005,AB
208045,001,AB
208045,002,AB
208045,003,AB
208045,004,AB
208045,005,AB
212091,001,AB
212091,002,AB
212091,003,AB
212091,004,AB
212091,005,AB
208047,001,AB
208047,002,AB
208047,003,AB
208047,004,AB
208058,001,AB
208058,002,AB
208058,003,AB
208058,004,AB
208058,005,AB
208028,001,AB
208028,002,AB
208028,003,AB
208028,004,AB
208028,005,AB
210388,001,AB
210388,002,AB
210388,003,AB
210388,004,AB
210388,005,AB
208031,001,AB
208031,002,AB
208031,003,AB
208031,004,AB
208031,005,AB
212124,001,AB
212124,002,AB
212124,003,AB
212124,004,AB
212124,005,AB
208037,001,AB
208037,002,AB
208037,003,AB
208037,004,AB
208037,005,AB
208066,001,AB
208066,002,AB
208066,003,AB
208066,004,AB
208066,005,AB
208055,001,AB
208055,002,AB
208055,005,AB
208055,003,AB
208055,004,AB
208052,001,AB
208052,002,AB
208052,003,AB
208052,004,AB
208052,005,AB
021519,001,AB
021519,002,AB
021519,003,AB
022430,001,AB
021078,001,AB
021078,002,AB
203347,001,AB
203347,002,AB
217114,001,AB
217114,002,AB
217880,001,AB
217880,002,AB
020864,002,AB
019129,001,AB
019129,003,AB
084092,003,AA
201451,001,AA
201451,002,AA
201451,003,AA
087128,002,AA
087128,001,AA
202640,001,AA
202640,002,AA
202640,003,AA
203003,001,AA
203003,002,AA
203003,003,AA
200294,001,AA
200294,002,AA
040659,001,AA
040659,002,AA
084843,002,AA
213957,001,AA
213957,002,AA
011153,001,AB
011153,004,AB
011153,003,AB
011153,006,AB
040159,001,AB
040159,002,AB
040159,003,AB
076392,001,AB
076175,001,AB
076523,001,AB
074621,002,AB
074621,001,AB
072422,001,AB
072423,001,AB
202016,001,AB
077920,001,AB
077920,002,AB
217579,001,AB
217579,002,AB
078008,001,AB
078008,002,AB
077929,001,AB
077929,002,AB
077882,001,AB
077882,002,AB
077928,001,AB
077928,002,AB
077932,001,AB
077932,002,AB
077931,001,AB
077931,002,AB
077944,001,AB
077944,002,AB
077938,001,AB
077938,002,AB
078102,001,AB
078102,002,AB
077927,001,AB
077927,002,AB
077918,001,AB
077918,002,AB
077921,001,AB
077921,002,AB
206528,001,AB
206528,002,AB
200891,001,AB
200891,002,AB
090041,001,AB
090041,002,AB
203175,001,AB
203175,002,AB
090048,001,AB
090048,002,AB
204389,001,AB
204389,002,AB
090051,001,AB
090051,002,AB
202840,001,AB
202840,002,AB
210587,001,AB
210587,002,AB
206855,001,AB
206855,002,AB
209527,001,AB
209527,002,AB
202350,001,AB
202350,002,AB
090058,001,AB
090058,002,AB
200022,001,AB
200022,002,AB
090043,001,AB
090043,002,AB
212947,001,AB
212947,002,AB
090961,001,AB
090961,002,AB
040331,001,AA
040893,001,AA
090122,001,AA
090122,002,AA
040797,001,AA
040797,002,AA
040461,001,AB
040528,001,AB
040594,001,AB
218871,001,AB
020855,001,AB
009829,002,AB
203695,001,AB
203399,001,AB
204770,001,AB
040486,001,AB
040445,001,AB
207466,002,AB
207466,001,AB
091184,003,AB
091184,001,AB
091184,002,AB
076033,003,AB
076033,001,AB
076033,002,AB
077095,003,AB
077095,001,AB
077095,002,AB
075972,003,AB
075972,001,AB
075972,002,AB
205096,003,AB
205096,001,AB
205096,002,AB
077787,003,AB
077787,001,AB
077787,002,AB
075965,003,AB
075965,001,AB
075965,002,AB
078170,003,AB
078170,001,AB
078170,002,AB
090564,003,AB
090564,001,AB
090564,002,AB
213320,003,AB
213320,001,AB
213320,002,AB
209882,003,AB
209882,001,AB
209882,002,AB
090888,003,AB
090888,001,AB
090888,002,AB
075973,003,AB
075973,001,AB
075973,002,AB
203769,001,AB
203769,002,AB
203769,003,AB
203686,003,AB
203686,001,AB
203686,002,AB
077064,003,AB
077064,001,AB
077064,002,AB
211228,001,AA
211228,002,AA
203502,001,AA
203502,002,AA
210484,001,AA
210484,002,AA
090065,001,AA
090065,002,AA
088109,002,AA
088109,001,AA
040517,001,AA
040517,002,AA
090635,002,AA
090635,001,AA
040241,002,AA
204166,001,AA
091189,001,AA
203846,001,AA
040001,001,AB
040001,002,AB
207438,001,AB
207438,002,AB
040036,001,AB
040036,002,AB
040062,001,AB
040062,002,AB
215615,001,AB
215615,002,AB
205661,001,AB
217675,001,AB
212172,001,AB
210068,001,AB
219661,001,AB
040547,001,AB
040547,002,AB
218149,001,AB
218149,002,AB
040411,001,AB
040411,002,AB
040734,001,AB
040734,002,AB
209827,001,AB
209827,002,AB
040350,001,AB
040350,002,AB
202068,001,AB
202068,002,AB
213967,002,AA
213967,001,AA
208507,001,AA
208507,002,AA
200958,003,AB
200958,001,AA
200958,002,AA
209312,001,AA
209312,002,AA
090200,001,AA
090200,002,AA
203550,001,AA
203550,002,AA
212707,001,AB
040489,001,AA
040489,002,AA
212623,001,AA
212623,002,AA
086988,002,AA
086988,001,AA
213343,001,AB
217552,001,AB
081099,001,AB
213362,001,AB
216453,001,AB
210454,001,AB
040054,001,AB
081235,001,AB
201749,001,AB
207812,001,AB
040642,001,AA
040642,002,AA
216786,001,AA
216786,002,AA
200602,001,AA
200602,002,AA
211483,001,AB
091577,001,AB
210424,001,AB
211919,001,AB
211455,001,AB
212233,001,AB
206932,001,AB
206932,002,AB
206932,003,AB
213936,001,AB
213936,002,AB
213936,003,AB
211779,001,AB
211779,002,AB
211779,003,AB
207416,001,AB
207416,002,AB
207416,003,AB
209753,001,AB
209753,002,AB
209753,003,AB
208737,001,AB
208737,002,AB
208737,003,AB
091159,001,AB
091159,002,AB
091159,003,AB
207884,001,AB
207884,002,AB
207884,003,AB
202892,001,AB
202892,002,AB
202892,003,AB
212697,001,AB
212697,002,AB
212697,003,AB
040300,001,AB
040300,002,AB
040300,003,AB
090710,001,AB
090710,002,AB
090710,003,AB
040189,001,AB
040189,002,AB
040189,003,AB
040189,004,AB
040183,001,AB
040194,001,AB
204072,001,AB
040232,001,AB
206751,001,AB
206751,002,AB
206751,003,AB
206751,004,AB
080767,002,BP
072215,002,AB
072215,001,AB
078807,001,AB
078807,002,AB
077878,001,AB
070581,001,AB
077878,002,AB
072801,001,AB
070184,001,AB
213251,001,AB
213251,002,AB
213251,003,AB
213827,001,AB
213827,002,AB
213827,003,AB
218606,001,AB
218606,002,AB
218606,003,AB
217563,001,AB
217563,002,AB
217563,003,AB
076698,001,AB
076698,002,AB
076698,003,AB
216216,001,AB
216216,002,AB
216216,003,AB
215616,001,AB
215616,002,AB
215616,003,AB
215184,001,AB
215184,002,AB
215184,003,AB
076732,001,AB
076466,001,AB
076466,002,AB
214799,001,AB
214799,002,AB
214799,003,AB
202871,001,AB
202871,002,AB
202871,003,AB
077739,001,AB
077739,004,AB
077739,002,AB
077739,005,AB
077739,003,AB
078459,001,AB
078459,002,AB
078459,003,AB
076704,001,AB
076704,004,AB
076704,002,AB
076704,005,AB
076704,003,AB
074453,001,AB
074453,002,AB
200981,001,AB
200981,004,AB
200981,002,AB
200981,005,AB
200981,003,AB
208955,001,AB
208955,002,AB
208955,003,AB
074644,001,AB
074644,002,AB
202870,001,AB
202870,002,AB
202870,003,AB
076792,001,AB
076792,002,AB
076792,003,AB
215789,001,AB
215789,002,AB
208681,001,AB
208681,002,AB
079067,001,AB
079067,002,AB
205245,001,AB
205245,002,AB
203974,001,AB
203974,002,AB
206560,001,AB
206560,002,AB
209794,001,AB
209794,002,AB
208162,001,AB
208162,002,AB
070772,001,AB
070772,002,AB
209096,001,AB
209096,002,AB
070033,001,AB
070040,001,AB
070039,001,AB
070027,001,AB
203458,001,AB
203458,002,AB
070035,001,AB
070044,001,AB
206287,001,AB
020850,003,AB
020850,001,AB
021162,001,AB
021162,002,AB
021162,003,AB
018200,001,AB
214734,001,AB
214734,002,AB
214734,003,AB
077746,001,AB
077746,002,AB
077746,003,AB
212774,001,AB
212774,002,AB
212774,003,AB
076449,001,AB
076449,002,AB
076449,003,AB
217271,001,AB
217271,002,AB
217271,003,AB
076577,001,AB
076577,002,AB
076577,003,AB
211973,001,AB
211973,002,AB
211973,003,AB
207169,001,AB
207169,002,AB
207169,003,AB
212543,001,AB
212543,002,AB
212543,003,AB
207613,001,AB
207613,002,AB
207613,003,AB
207849,001,AB
207849,002,AB
207849,003,AB
213055,001,AB
213055,002,AB
213055,003,AB
020687,001,AB
091178,001,AB
211436,001,AB
203965,001,AB
203965,002,AB
203965,003,AB
213662,001,AB
213662,002,AB
213662,003,AB
215466,001,AB
215466,002,AB
215466,003,AB
065436,001,AB
065436,002,AB
065436,003,AB
065131,001,AB
065131,002,AB
065131,003,AB
065156,001,AB
065156,002,AB
065156,003,AB
071826,001,AB
071839,001,AB
072709,002,AB
072709,001,AB
071344,001,AB
071345,001,AB
217087,001,AB3
077666,001,AB
077666,002,AB
077666,003,AB
076921,001,AB
076921,002,AB
076921,003,AB
076921,004,AB
076219,001,AB
076219,002,AB
076219,003,AB
076122,001,AB
076122,002,AB
076122,003,AB
216751,001,AB
216751,002,AB
216751,003,AB
216751,004,AB
076541,004,AB
076541,001,AB
076541,002,AB
076541,003,AB
076119,001,AB
076119,002,AB
076119,003,AB
210201,001,AB
210201,002,AB
076095,001,AB
076095,002,AB
216872,001,AB
216872,002,AB
202700,001,AB
202700,002,AB
077667,001,AB
077667,002,AB
207196,001,AB
207196,002,AB
202566,001,AB
202566,002,AB
209966,001,AB
209966,002,AB
078963,001,AB
078963,002,AB
077536,001,AB
077536,002,AB
090416,001,AB
090416,002,AB
076204,001,AB
076204,002,AB
090718,001,AB
090718,002,AB
090718,003,AB
