ProductRxCUI,IngredientRxCUI,RxTTY,PreferredName,BrandName,GenericName,DosageForm,Route,Strength
1991306,1991302,SCD,"0.25 MG, 0.5 MG Dose 1.5 ML semaglutide 1.34 MG/ML Pen Injector",,"0.25 MG, 0.5 MG Dose 1.5 ML semaglutide 1.34 MG/ML Pen Injector",Pen Injector,,0.25 MG
1991316,1991302,SCD,1 MG Dose 1.5 ML semaglutide 1.34 MG/ML Pen Injector,,1 MG Dose 1.5 ML semaglutide 1.34 MG/ML Pen Injector,Pen Injector,,1 MG
2200644,1991302,SCD,semaglutide 14 MG Oral Tablet,,semaglutide 14 MG Oral Tablet,Oral Tablet,,14 MG
2200652,1991302,SCD,semaglutide 3 MG Oral Tablet,,semaglutide 3 MG Oral Tablet,Oral Tablet,,3 MG
2200656,1991302,SCD,semaglutide 7 MG Oral Tablet,,semaglutide 7 MG Oral Tablet,Oral Tablet,,7 MG
2398841,1991302,SCD,3 ML semaglutide 1.34 MG/ML Pen Injector,,3 ML semaglutide 1.34 MG/ML Pen Injector,Pen Injector,,3 ML
2553501,1991302,SCD,0.5 ML semaglutide 0.5 MG/ML Auto-Injector,,0.5 ML semaglutide 0.5 MG/ML Auto-Injector,Auto-Injector,,0.5 ML
2553601,1991302,SCD,0.5 ML semaglutide 1 MG/ML Auto-Injector,,0.5 ML semaglutide 1 MG/ML Auto-Injector,Auto-Injector,,0.5 ML
2553802,1991302,SCD,0.5 ML semaglutide 2 MG/ML Auto-Injector,,0.5 ML semaglutide 2 MG/ML Auto-Injector,Auto-Injector,,0.5 ML
2553901,1991302,SCD,0.75 ML semaglutide 2.27 MG/ML Auto-Injector,,0.75 ML semaglutide 2.27 MG/ML Auto-Injector,Auto-Injector,,0.75 ML
2554102,1991302,SCD,0.75 ML semaglutide 3.2 MG/ML Auto-Injector,,0.75 ML semaglutide 3.2 MG/ML Auto-Injector,Auto-Injector,,0.75 ML
2599362,1991302,SCD,3 ML semaglutide 2.68 MG/ML Pen Injector,,3 ML semaglutide 2.68 MG/ML Pen Injector,Pen Injector,,3 ML
2619152,1991302,SCD,"0.25 MG, 0.5 MG Dose 3 ML semaglutide 0.68 MG/ML Pen Injector",,"0.25 MG, 0.5 MG Dose 3 ML semaglutide 0.68 MG/ML Pen Injector",Pen Injector,,0.25 MG
2707547,1991302,SCD,semaglutide 1.5 MG Oral Tablet,,semaglutide 1.5 MG Oral Tablet,Oral Tablet,,1.5 MG
2707551,1991302,SCD,semaglutide 4 MG Oral Tablet,,semaglutide 4 MG Oral Tablet,Oral Tablet,,4 MG
2707555,1991302,SCD,semaglutide 9 MG Oral Tablet,,semaglutide 9 MG Oral Tablet,Oral Tablet,,9 MG
