BLANumber,ProperName,ProprietaryName,Applicant,DosageForm,Route,Strength,ReferenceProductName,IsReferenceProductFlag,BLAApprovalDate
761071,adalimumab-adaz,Hyrimoz,Sandoz Inc.,Injection,Subcutaneous,40MG/0.4ML,Humira,N,2023-03-20
761071,adalimumab-adaz,Hyrimoz,Sandoz Inc.,Injection,Subcutaneous,80MG/0.8ML,Humira,N,2023-03-20
761071,adalimumab-adaz,Hyrimoz,Sandoz Inc.,Injection,Subcutaneous,20MG/0.4ML,Humira,N,2023-03-20
761071,adalimumab-adaz,Hyrimoz,Sandoz Inc.,Injection,Subcutaneous,10MG/0.1ML,Humira,N,2023-03-20
761071,adalimumab-adaz,Hyrimoz,Sandoz Inc.,Injection,Subcutaneous,20MG/0.2ML,Humira,N,2023-03-20
761072,infliximab-qbtx,Ixifi,Pfizer Ireland Pharmaceuticals,For Injection,Intravenous,100MG,Remicade,N,2017-12-13
761073,trastuzumab-anns,Kanjinti,Amgen Inc.,For Injection,Intravenous,420MG,Herceptin,N,2019-06-13
761073,trastuzumab-anns,Kanjinti,Amgen Inc.,For Injection,Intravenous,150MG,Herceptin,N,2019-10-25
761074,trastuzumab-dkst,Ogivri,Biocon Biologics Inc.,For Injection,Intravenous,420MG,Herceptin,N,2017-12-01
761074,trastuzumab-dkst,Ogivri,Biocon Biologics Inc.,For Injection,Intravenous,150MG,Herceptin,N,2019-04-17
761075,pegfilgrastim-jmdb,Fulphila,Biocon Biologics Inc.,Injection,Subcutaneous,6MG/0.6ML,Neulasta,N,2018-06-04
761077,erenumab-aooe,Aimovig,Amgen Inc.,Injection,Subcutaneous,70MG/ML,N/A,Y,2018-05-17
761077,erenumab-aooe,Aimovig,Amgen Inc.,Injection,Subcutaneous,140MG/ML,N/A,Y,2019-03-11
761079,pegvaliase-pqpz,Palynziq,BioMarin Pharmaceutical Inc.,Injection,Subcutaneous,2.5MG/0.5ML,N/A,Y,2018-05-24
761079,pegvaliase-pqpz,Palynziq,BioMarin Pharmaceutical Inc.,Injection,Subcutaneous,10MG/0.5ML,N/A,Y,2018-05-24
761079,pegvaliase-pqpz,Palynziq,BioMarin Pharmaceutical Inc.,Injection,Subcutaneous,20MG/ML,N/A,Y,2018-05-24
761080,filgrastim-aafi,Nivestym,"Hospira Inc., a Pfizer Company",Injection,"Intravenous, Subcutaneous",300MCG/ML,Neupogen,N,2018-07-20
761080,filgrastim-aafi,Nivestym,"Hospira Inc., a Pfizer Company",Injection,"Intravenous, Subcutaneous",480MCG/1.6ML,Neupogen,N,2018-07-20
761080,filgrastim-aafi,Nivestym,"Hospira Inc., a Pfizer Company",Injection,Subcutaneous,300MCG/0.5ML,Neupogen,N,2018-07-20
761080,filgrastim-aafi,Nivestym,"Hospira Inc., a Pfizer Company",Injection,Subcutaneous,480MCG/0.8ML,Neupogen,N,2018-07-20
761081,trastuzumab-qyyp,Trazimera,Pfizer Ireland Pharmaceuticals,For Injection,Intravenous,420MG,Herceptin,N,2019-03-11
761081,trastuzumab-qyyp,Trazimera,Pfizer Ireland Pharmaceuticals,For Injection,Intravenous,150MG,Herceptin,N,2020-11-30
761082,filgrastim-ayow,Releuko,"Kashiv BioSciences, LLC",Injection,"Intravenous, Subcutaneous",300MCG/ML,Neupogen,N,2022-02-25
761082,filgrastim-ayow,Releuko,"Kashiv BioSciences, LLC",Injection,"Intravenous, Subcutaneous",480MCG/1.6ML,Neupogen,N,2022-02-25
761082,filgrastim-ayow,Releuko,"Kashiv BioSciences, LLC",Injection,Subcutaneous,300MCG/0.5ML,Neupogen,N,2022-02-25
761082,filgrastim-ayow,Releuko,"Kashiv BioSciences, LLC",Injection,Subcutaneous,480MCG/0.8ML,Neupogen,N,2022-02-25
761083,emicizumab-kxwh,Hemlibra,"Genentech, Inc.",Injection,Subcutaneous,30MG/ML,N/A,Y,2017-11-16
761083,emicizumab-kxwh,Hemlibra,"Genentech, Inc.",Injection,Subcutaneous,60MG/0.4ML,N/A,Y,2017-11-16
761083,emicizumab-kxwh,Hemlibra,"Genentech, Inc.",Injection,Subcutaneous,105MG/0.7ML,N/A,Y,2017-11-16
761083,emicizumab-kxwh,Hemlibra,"Genentech, Inc.",Injection,Subcutaneous,150MG/ML,N/A,Y,2017-11-16
761083,emicizumab-kxwh,Hemlibra,"Genentech, Inc.",Injection,Subcutaneous,300MG/2ML (150MG/ML),N/A,Y,2023-03-16
761083,emicizumab-kxwh,Hemlibra,"Genentech, Inc.",Injection,Subcutaneous,12MG/0.4ML,N/A,Y,2024-01-31
761084,pegfilgrastim-pbbk,Fylnetra,"Kashiv BioSciences, LLC",Injection,Subcutaneous,6MG/0.6ML,Neulasta,N,2022-05-26
761085,prabotulinumtoxinA-xvfs,Jeuveau,Evolus Inc.,For Injection,Intramuscular,100UNITS,N/A,Y,2019-02-01
761086,infliximab-axxq,Avsola,Amgen Inc.,For Injection,Intravenous,100MG,Remicade,N,2019-12-06
761088,rituximab-abbs,Truxima,"CELLTRION, Inc.",Injection,Intravenous,100MG/10ML (10MG/ML),Rituxan,N,2018-11-28
761088,rituximab-abbs,Truxima,"CELLTRION, Inc.",Injection,Intravenous,500MG/50ML (10MG/ML),Rituxan,N,2018-11-28
761089,fremanezumab-vfrm,Ajovy,"Teva Branded Pharmaceutical Products R&D, Inc.",Injection,Subcutaneous,225MG/1.5ML,N/A,Y,2018-09-14
761089,fremanezumab-vfrm,Ajovy,"Teva Branded Pharmaceutical Products R&D, Inc.",Injection,Subcutaneous,225MG/1.5ML,N/A,Y,2020-01-27
761090,lanadelumab-flyo,Takhzyro,"Takeda Pharmaceuticals U.S.A., Inc.",Injection,Subcutaneous,300MG/2ML (150MG/ML),N/A,Y,2018-08-23
761090,lanadelumab-flyo,Takhzyro,"Takeda Pharmaceuticals U.S.A., Inc.",Injection,Subcutaneous,300MG/2ML (150MG/ML),N/A,Y,2022-02-08
761090,lanadelumab-flyo,Takhzyro,"Takeda Pharmaceuticals U.S.A., Inc.",Injection,Subcutaneous,150MG/1ML (150MG/ML),N/A,Y,2023-02-03
761091,trastuzumab-pkrb,Herzuma,"CELLTRION, Inc.",For Injection,Intravenous,420MG,Herceptin,N,2018-12-14
761091,trastuzumab-pkrb,Herzuma,"CELLTRION, Inc.",For injection,Intravenous,150MG,Herceptin,N,2019-05-16
761092,elapegademase-lvlr,Revcovi,"Chiesi USA, Inc.",Injection,Intramuscular,2.4MG/1.5ML (1.6MG/ML),N/A,Y,2018-10-05
761094,cenegermin-bkbj,Oxervate,Dompé farmaceutici S.p.A.,Solution,Topical,0.002% (20MCG/ML),N/A,Y,2018-08-22
761097,cemiplimab-rwlc,Libtayo,"Regeneron Pharmaceuticals, Inc.",Injection,Intravenous,350MG/7ML (50MG/ML),N/A,Y,2018-09-28
761099,bevacizumab-bvzr,Zirabev,Pfizer Inc.,Injection,Intravenous,100MG/4ML (25MG/ML),Avastin,N,2019-06-27
761099,bevacizumab-bvzr,Zirabev,Pfizer Inc.,Injection,Intravenous,400MG/16ML (25MG/ML),Avastin,N,2019-06-27
761100,trastuzumab-dttb,Ontruzant,"Samsung Bioepis Co., Ltd.",For Injection,Intravenous,150MG,Herceptin,N,2019-01-18
761100,trastuzumab-dttb,Ontruzant,"Samsung Bioepis Co., Ltd.",For Injection,Intravenous,420MG,Herceptin,N,2020-03-20
761102,calaspargase pegol-mknl,Asparlas,Servier Pharmaceuticals LLC,Injection,Intravenous,"3,750UNITS/5ML (750UNITS/ML)",N/A,Y,2018-12-20
761103,rituximab-pvvr,Ruxience,Pfizer Ireland Pharmaceuticals,Injection,Intravenous,100MG/10ML (10MG/ML),Rituxan,N,2019-07-23
761103,rituximab-pvvr,Ruxience,Pfizer Ireland Pharmaceuticals,Injection,Intravenous,500MG/50ML (10MG/ML),Rituxan,N,2019-07-23
761104,moxetumomab pasudotox-tdfk,Lumoxiti,AstraZeneca AB,For Injection,Intravenous,1MG,N/A,Y,2018-09-13
761105,risankizumab-rzaa,Skyrizi,AbbVie Inc.,Injection,Subcutaneous,75MG/0.83ML,N/A,Y,2019-04-23
761105,risankizumab-rzaa,Skyrizi,AbbVie Inc.,Injection,Subcutaneous,150MG/ML,N/A,Y,2021-04-26
761105,risankizumab-rzaa,Skyrizi,AbbVie Inc.,Injection,Subcutaneous,180MG/1.2ML (150MG/ML),N/A,Y,2022-09-23
761105,risankizumab-rzaa,Skyrizi,AbbVie Inc.,Injection,Subcutaneous,360MG/2.4ML (150MG/ML),N/A,Y,2022-06-16
761105,risankizumab-rzaa,Skyrizi,AbbVie Inc.,Injection,Subcutaneous,90MG/ML,N/A,Y,2023-03-22
761105,risankizumab-rzaa,Skyrizi,AbbVie Inc.,Injection,Subcutaneous,180MG/1.2ML (150MG/ML),N/A,Y,2025-09-03
761106,trastuzumab and hyaluronidase-oysk,Herceptin Hylecta,"Genentech, Inc.",Injection,Subcutaneous,"600MG/5ML;10,000 UNITS/5ML (120MG/2,000UNITS/ML)",N/A,Y,2019-02-28
761107,emapalumab-lzsg,Gamifant,Swedish Orphan Biovitrum AB (publ),Injection,Intravenous,10MG/2ML (5MG/ML),N/A,Y,2018-11-20
761107,emapalumab-lzsg,Gamifant,Swedish Orphan Biovitrum AB (publ),Injection,Intravenous,50MG/10ML (5MG/ML),N/A,Y,2018-11-20
761107,emapalumab-lzsg,Gamifant,Swedish Orphan Biovitrum AB (publ),Injection,Intravenous,100MG/20ML (5MG/ML),N/A,Y,2020-06-26
761107,emapalumab-lzsg,Gamifant,Swedish Orphan Biovitrum AB (publ),Injection,Intravenous,50MG/2ML (25MG/ML),N/A,Y,2023-06-07
761107,emapalumab-lzsg,Gamifant,Swedish Orphan Biovitrum AB (publ),Injection,Intravenous,100MG/4ML (25MG/ML),N/A,Y,2023-06-07
761107,emapalumab-lzsg,Gamifant,Swedish Orphan Biovitrum AB (publ),Injection,Intravenous,250MG/10ML (25MG/ML),N/A,Y,2023-06-07
761108,ravulizumab-cwvz,Ultomiris,"Alexion Pharmaceuticals, Inc.",Injection,Intravenous,300MG/30ML (10MG/ML),N/A,Y,2018-12-21
761108,ravulizumab-cwvz,Ultomiris,"Alexion Pharmaceuticals, Inc.",Injection,Intravenous,300MG/3ML (100MG/ML),N/A,Y,2020-10-09
761108,ravulizumab-cwvz,Ultomiris,"Alexion Pharmaceuticals, Inc.",Injection,Intravenous,"1,100MG/11ML (100MG/ML)",N/A,Y,2020-10-09
761108,ravulizumab-cwvz,Ultomiris,"Alexion Pharmaceuticals, Inc.",Injection,Subcutaneous,245MG/3.5ML (70MG/ML),N/A,Y,2022-06-22
761109,insulin lispro-aabc,Lyumjev,Eli Lilly and Company,Injection,"Intravenous, Subcutaneous","1,000UNITS/10ML (100UNITS/ML)",N/A,Y,2020-06-15
761109,insulin lispro-aabc,Lyumjev,Eli Lilly and Company,Injection,"Intravenous, Subcutaneous",300UNITS/3ML (100UNITS/ML),N/A,Y,2020-06-15
761109,insulin lispro-aabc,Lyumjev,Eli Lilly and Company,Injection,"Intravenous, Subcutaneous",600UNITS/3ML (200UNITS/ML),N/A,Y,2020-06-15
761111,pegfilgrastim-apgf,Nyvepria,"Hospira Inc., a Pfizer Company",Injection,Subcutaneous,6MG/0.6ML,Neulasta,N,2020-06-10
761112,caplacizumab-yhdp,Cablivi,Ablynx NV,For injection,"Intravenous, Subcutaneous",11MG,N/A,Y,2019-02-06
761113,isatuximab-irfc,Sarclisa,Sanofi-Aventis U.S. LLC,Injection,Intravenous,100MG/5ML (20MG/ML),N/A,Y,2020-03-02
761113,isatuximab-irfc,Sarclisa,Sanofi-Aventis U.S. LLC,Injection,Intravenous,500MG/25ML (20MG/ML),N/A,Y,2020-03-02
761115,sacituzumab govitecan-hziy,Trodelvy,"Gilead Sciences, Inc.",For Injection,Intravenous,180MG,N/A,Y,2020-04-22
761116,tagraxofusp-erzs,Elzonris,"Stemline Therapeutics, Inc.",Injection,Intravenous,"1,000MCG/1ML",N/A,Y,2018-12-21
761118,adalimumab-afzb,Abrilada,Pfizer Inc.,Injection,Subcutaneous,40MG/0.8ML,Humira,N,2019-11-15
761118,adalimumab-afzb,Abrilada,Pfizer Inc.,Injection,Subcutaneous,20MG/0.4ML,Humira,N,2019-11-15
761118,adalimumab-afzb,Abrilada,Pfizer Inc.,Injection,Subcutaneous,10MG/0.2ML,Humira,N,2019-11-15
761119,eptinezumab-jjmr,Vyepti,"Lundbeck Seattle BioPharmaceuticals, Inc.",Injection,Intravenous,100MG/ML,N/A,Y,2020-02-21
761121,polatuzumab vedotin-piiq,Polivy,"Genentech, Inc.",For Injection,Intravenous,140MG,N/A,Y,2019-06-10
761121,polatuzumab vedotin-piiq,Polivy,"Genentech, Inc.",For Injection,Intravenous,30MG,N/A,Y,2020-09-18
761122,mepolizumab,Nucala,GlaxoSmithKline LLC,For Injection,Subcutaneous,100MG,N/A,Y,2019-06-06
761122,mepolizumab,Nucala,GlaxoSmithKline LLC,Injection,Subcutaneous,100MG/ML,N/A,Y,2019-06-06
761122,mepolizumab,Nucala,GlaxoSmithKline LLC,Injection,Subcutaneous,40MG/0.4ML,N/A,Y,2022-01-22
761123,anifrolumab-fnia,Saphnelo,AstraZeneca AB,Injection,Intravenous,300MG/2ML (150MG/ML),N/A,Y,2021-07-30
761125,brolucizumab-dbll,Beovu,Novartis Pharmaceuticals Corporation,Injection,Intravitreal,6MG/0.05ML,N/A,Y,2019-10-07
761125,brolucizumab-dbll,Beovu,Novartis Pharmaceuticals Corporation,Injection,Intravitreal,6MG/0.05ML,N/A,Y,2022-05-27
761126,filgrastim-txid,Nypozi,"Tanvex BioPharma USA, Inc.",Injection,"Intravenous, Subcutaneous",300MCG/0.5ML,Neupogen,N,2024-06-28
761126,filgrastim-txid,Nypozi,"Tanvex BioPharma USA, Inc.",Injection,"Intravenous, Subcutaneous",480MCG/0.8ML,Neupogen,N,2024-06-28
761127,daxibotulinumtoxinA-lanm,Daxxify,"Revance Therapeutics, Inc.",For Injection,Intramuscular,50UNITS,N/A,Y,2022-09-07
761127,daxibotulinumtoxinA-lanm,Daxxify,"Revance Therapeutics, Inc.",For Injection,Intramuscular,100UNITS,N/A,Y,2022-09-07
761128,crizanlizumab-tmca,Adakveo,Novartis Pharmaceuticals Corporation,Injection,Intravenous,100MG/10ML (10MG/ML),N/A,Y,2019-11-15
761133,vedolizumab,Entyvio,"Takeda Pharmaceuticals U.S.A., Inc.",Injection,Subcutaneous,108MG/0.68ML,N/A,Y,2023-09-27
761133,vedolizumab,Entyvio Pen,"Takeda Pharmaceuticals U.S.A., Inc.",Injection,Subcutaneous,108MG/0.68ML,N/A,Y,2023-09-27
761134,efbemalenograstim alfa-vuxw,Ryzneuta,Evive Biotechnology Singapore PTE. LTD.,Injection,Subcutaneous,20MG/ML,N/A,Y,2023-11-16
761136,luspatercept-aamt,Reblozyl,"Celgene Corporation, a Bristol-Myers Squibb Company",For Injection,Subcutaneous,25MG/VIAL,N/A,Y,2019-11-08
761136,luspatercept-aamt,Reblozyl,"Celgene Corporation, a Bristol-Myers Squibb Company",For Injection,Subcutaneous,75MG/VIAL,N/A,Y,2019-11-08
761137,enfortumab vedotin-ejfv,Padcev,"Astellas Pharma US, Inc.",For Injection,Intravenous,20MG,N/A,Y,2019-12-18
761137,enfortumab vedotin-ejfv,Padcev,"Astellas Pharma US, Inc.",For Injection,Intravenous,30MG,N/A,Y,2019-12-18
761139,fam-trastuzumab deruxtecan-nxki,Enhertu,"Daiichi Sankyo, Inc",For Injection,Intravenous,100MG,N/A,Y,2019-12-20
761140,rituximab-arrx,Riabni,Amgen Inc.,Injection,Intravenous,100MG/10ML (10MG/ML),Rituxan,N,2020-12-17
761140,rituximab-arrx,Riabni,Amgen Inc.,Injection,Intravenous,500MG/50ML (10MG/ML),Rituxan,N,2020-12-17
761142,inebilizumab-cdon,Uplizna,Horizon Therapeutics Ireland DAC,Injection,Intravenous,100MG/10ML (10MG/ML),N/A,Y,2020-06-11
761143,teprotumumab-trbw,Tepezza,Horizon Therapeutics Ireland DAC,For Injection,Intravenous,500MG,N/A,Y,2020-01-21
761145,daratumumab and hyaluronidase-fihj,Darzalex Faspro,"Janssen Biotech, Inc.",Injection,Subcutaneous,"1800MG/15ML; 30,000UNITS/15ML (120MG/2,000UNITS/ML)",N/A,Y,2020-05-01
761146,collagenase clostridium histolyticum-aaes,Qwo,Endo Global Aesthetics Limited,For Injection,Subcutaneous,.92MG,N/A,Y,2020-07-06
761146,collagenase clostridium histolyticum-aaes,Qwo,Endo Global Aesthetics Limited,For Injection,Subcutaneous,1.84MG,N/A,Y,2020-07-06
761148,eflapegrastim-xnst,Rolvedon,"Spectrum Pharmaceuticals, Inc.",Injection,Subcutaneous,13.2MG/0.6ML,N/A,Y,2022-09-09
761149,satralizumab-mwge,Enspryng,"Genentech, Inc.",Injection,Subcutaneous,120MG/ML,N/A,Y,2020-08-14
761150,margetuximab-cmkb,Margenza,MacroGenics Inc.,Injection,Intravenous,250MG/10ML (25MG/ML),N/A,Y,2020-12-16
761151,bimekizumab-bkzx,Bimzelx,"UCB, Inc.",Injection,Subcutaneous,160MG/ML,N/A,Y,2023-10-17
761151,bimekizumab-bkzx,Bimzelx,"UCB, Inc.",Injection,Subcutaneous,320MG/2ML (160MG/2ML),N/A,Y,2024-10-11
761154,adalimumab-fkjp,Hulio,Biocon Biologics Inc.,Injection,Subcutaneous,40MG/0.8ML,Humira,N,2020-07-06
761154,adalimumab-fkjp,Hulio,Biocon Biologics Inc.,Injection,Subcutaneous,20MG/0.4ML,Humira,N,2020-07-06
761156,somapacitan-beco,Sogroya,Novo Nordisk Inc.,Injection,Subcutaneous,10MG/1.5ML (6.7MG/ML),N/A,Y,2020-08-28
761156,somapacitan-beco,Sogroya,Novo Nordisk Inc.,Injection,Subcutaneous,5MG/1.5ML (3.3MG/ML),N/A,Y,2021-10-01
761156,somapacitan-beco,Sogroya,Novo Nordisk Inc.,Injection,Subcutaneous,15MG/1.5ML (10MG/ML),N/A,Y,2023-04-28
761158,belantamab mafodotin-blmf,Blenrep,GlaxoSmithKline Intellectual Property Development Ltd. England,For Injection,Intravenous,100MG,N/A,Y,2020-08-05
761161,pegunigalsidase alfa-iwxj,Elfabrio,Chiesi Farmaceutici S.p.A.,Injection,Intravenous,20MG/10ML (2MG/ML),N/A,Y,2023-05-09
761161,pegunigalsidase alfa-iwxj,Elfabrio,Chiesi Farmaceutici S.p.A.,Injection,Intravenous,5MG/2.5ML,N/A,Y,2024-05-17
761163,tafasitamab-cxix,Monjuvi,Incyte Corporation,For Injection,Intravenous,200MG,N/A,Y,2020-07-31
761164,sutimlimab-jome,Enjaymo,"Bioverativ Therapeutics, Inc.",Injection,Intravenous,"1,100MG/22ML (50MG/ML)",N/A,Y,2022-02-04
761165,ranibizumab-eqrn,Cimerli,Sandoz Inc.,Injection,Intravitreal,10MG/ML (0.5MG/0.05ML),Lucentis,N,2022-08-02
761165,ranibizumab-eqrn,Cimerli,Sandoz Inc.,Injection,Intravitreal,6MG/ML (0.3MG/0.05ML),Lucentis,N,2022-08-02
761166,ropeginterferon alfa-2b-njft,Besremi,PharmaEssentia Corporation,Injection,Subcutaneous,500MCG/ML,N/A,Y,2021-11-12
761169,"atoltivimab, maftivimab, and odesivimab-ebgn",Inmazeb,"Regeneron Pharmaceuticals, Inc.",Injection,Intravenous,"241.7MG, 241.7MG, 241.7MG/14.5ML (16.67MG, 16.67MG, 16.67MG/ML)",N/A,Y,2020-10-14
761169,"atoltivimab, maftivimab, and odesivimab-ebgn",Inmazeb,"Regeneron Pharmaceuticals, Inc.",Injection,Intravenous,"483.3MG, 483.3MG, 483.3MG/14.5ML (33.33MG, 33.33MG, 33.33MG/ML)",N/A,Y,2021-09-29
761170,"pertuzumab, trastuzumab, and hyaluronidase-zzxf",Phesgo,"Genentech, Inc.",Injection,Subcutaneous,"1,200MG, 600MG, 30,000UNITS/15ML (80MG, 40MG, 2,000UNITS/ML)",N/A,Y,2020-06-29
761170,"pertuzumab, trastuzumab, and hyaluronidase-zzxf",Phesgo,"Genentech, Inc.",Injection,Subcutaneous,"600MG, 600MG, 20,000UNITS/10ML (60MG, 60MG, 2,000UNITS/ML)",N/A,Y,2020-06-29
761171,naxitamab-gqgk,Danyelza,"Y-mABs Therapeutics, Inc",Injection,Intravenous,40MG/10ML (4MG/ML),N/A,Y,2020-11-25
761172,ansuvimab-zykl,Ebanga,Emergent Manufacturing Operations Baltimore LLC,For Injection,Intravenous,400MG,N/A,Y,2020-12-21
761173,pegfilgrastim-fpgk,Stimufend,"Fresenius Kabi USA, LLC",Injection,Subcutaneous,6MG/0.6ML,Neulasta,N,2022-09-01
761174,dostarlimab-gxly,Jemperli,GlaxoSmithKline LLC,Injection,Intravenous,500MG/10ML (50MG/ML),N/A,Y,2021-04-22
761175,bevacizumab-nwgd,Jobevne,Biocon Biologics Inc.,Injection,Intravenous,100MG/4ML (25MG/ML),Avastin,N,2025-04-09
761175,bevacizumab-nwgd,Jobevne,Biocon Biologics Inc.,Injection,Intravenous,400MG/16ML (25MG/ML),Avastin,N,2025-04-09
761177,lonapegsomatropin-tcgd,Skytrofa,Ascendis Pharma Endocrinology Division A/S,For Injection,Subcutaneous,3MG,N/A,Y,2021-08-25
761177,lonapegsomatropin-tcgd,Skytrofa,Ascendis Pharma Endocrinology Division A/S,For Injection,Subcutaneous,3.6MG,N/A,Y,2021-08-25
761177,lonapegsomatropin-tcgd,Skytrofa,Ascendis Pharma Endocrinology Division A/S,For Injection,Subcutaneous,4.3MG,N/A,Y,2021-08-25
761177,lonapegsomatropin-tcgd,Skytrofa,Ascendis Pharma Endocrinology Division A/S,For Injection,Subcutaneous,5.2MG,N/A,Y,2021-08-25
761177,lonapegsomatropin-tcgd,Skytrofa,Ascendis Pharma Endocrinology Division A/S,For Injection,Subcutaneous,6.3MG,N/A,Y,2021-08-25
761177,lonapegsomatropin-tcgd,Skytrofa,Ascendis Pharma Endocrinology Division A/S,For Injection,Subcutaneous,7.6MG,N/A,Y,2021-08-25
761177,lonapegsomatropin-tcgd,Skytrofa,Ascendis Pharma Endocrinology Division A/S,For Injection,Subcutaneous,9.1MG,N/A,Y,2021-08-25
761177,lonapegsomatropin-tcgd,Skytrofa,Ascendis Pharma Endocrinology Division A/S,For Injection,Subcutaneous,11MG,N/A,Y,2021-08-25
761177,lonapegsomatropin-tcgd,Skytrofa,Ascendis Pharma Endocrinology Division A/S,For Injection,Subcutaneous,13.3MG,N/A,Y,2021-08-25
761177,lonapegsomatropin-tcgd,Skytrofa,Ascendis Pharma Endocrinology Division A/S,For Injection,Subcutaneous,0.7MG,N/A,Y,2025-07-25
761177,lonapegsomatropin-tcgd,Skytrofa,Ascendis Pharma Endocrinology Division A/S,For Injection,Subcutaneous,1.4MG,N/A,Y,2025-07-25
761177,lonapegsomatropin-tcgd,Skytrofa,Ascendis Pharma Endocrinology Division A/S,For Injection,Subcutaneous,1.8MG,N/A,Y,2025-07-25
761177,lonapegsomatropin-tcgd,Skytrofa,Ascendis Pharma Endocrinology Division A/S,For Injection,Subcutaneous,2.1MG,N/A,Y,2025-07-25
761177,lonapegsomatropin-tcgd,Skytrofa,Ascendis Pharma Endocrinology Division A/S,For Injection,Subcutaneous,2.5MG,N/A,Y,2025-07-25
761178,aducanumab-avwa,Aduhelm,Biogen Inc.,Injection,Intravenous,170MG/1.7ML (100MG/ML),N/A,Y,2021-06-07
761178,aducanumab-avwa,Aduhelm,Biogen Inc.,Injection,Intravenous,300MG/3ML (100MG/ML),N/A,Y,2021-06-07
761179,asparaginase erwinia chrysanthemi (recombinant)-rywn,Rylaze,Jazz Pharmaceuticals Ireland Limited,Injection,Intramuscular,10MG/0.5ML,N/A,Y,2021-06-30
761180,tralokinumab-ldrm,Adbry,LEO Pharma A/S,Injection,Subcutaneous,150MG/ML,N/A,Y,2021-12-27
761180,tralokinumab-ldrm,Adbry,LEO Pharma A/S,Injection,Subcutaneous,300MG/2ML,N/A,Y,2024-06-12
761181,evinacumab-dgnb,Evkeeza,"Regeneron Pharmaceuticals, Inc.",Injection,Intravenous,345MG/2.3ML (150MG/ML),N/A,Y,2021-02-11
761181,evinacumab-dgnb,Evkeeza,"Regeneron Pharmaceuticals, Inc.",Injection,Intravenous,"1,200MG/8ML (150MG/ML)",N/A,Y,2021-02-11
761183,teplizumab-mzwv,Tzield,"Provention Bio, Inc.",Injection,Intravenous,2MG/2ML (1MG/ML),N/A,Y,2022-11-17
761184,somatrogon-ghla,Ngenla,Pfizer Ireland Pharmaceuticals,Injection,Subcutaneous,24MG/1.2ML (20MG/ML),N/A,Y,2023-06-27
761184,somatrogon-ghla,Ngenla,Pfizer Ireland Pharmaceuticals,Injection,Subcutaneous,60MG/1.2ML (50MG/ML),N/A,Y,2023-06-27
761188,insulin aspart-xjhz,Kirsty,Biocon Biologics Inc.,Injection,Subcutaneous,300UNITS/3ML (100UNITS/ML),Novolog,N,2025-07-15
761188,insulin aspart-xjhz,Kirsty,Biocon Biologics Inc.,Injection,"Intravenous, Subcutaneous","1,000UNITS/10ML (100UNITS/ML)",Novolog,N,2025-07-15
761192,anacaulase-bcdb,Nexobrid,Vericel Corporation,For Topical Gel,Topical,8.8% (1.94GM),N/A,Y,2022-12-28
761192,anacaulase-bcdb,Nexobrid,Vericel Corporation,For Topical Gel,Topical,8.8% (4.85GM),N/A,Y,2022-12-28
761194,avalglucosidase alfa-ngpt,Nexviazyme,Genzyme Corporation,For Injection,Intravenous,100MG,N/A,Y,2021-08-06
761195,efgartigimod alfa-fcab,Vyvgart,Argenx BV,Injection,Intravenous,400MG/20ML (20MG/ML),N/A,Y,2021-12-17
761196,loncastuximab tesirine-lpyl,Zynlonta,ADC Therapeutics SA,For Injection,Intravenous,10MG,N/A,Y,2021-04-23
761197,ranibizumab,Susvimo,"Genentech, Inc.",Injection,Intravitreal,100MG/ML,N/A,Y,2021-10-22
761198,bevacizumab-tnjn,Avzivi,"Bio-Thera Solutions, Ltd.",Injection,Intravenous,100MG/4ML (25MG/ML),Avastin,N,2023-12-06
761198,bevacizumab-tnjn,Avzivi,"Bio-Thera Solutions, Ltd.",Injection,Intravenous,400MG/16ML (25MG/ML),Avastin,N,2023-12-06
761201,insulin glargine-yfgn,Semglee,Biocon Biologics Inc.,Injection,Subcutaneous,"1,000UNITS/10ML (100UNITS/ML)",Lantus,N,2021-07-28
761201,insulin glargine-yfgn,Semglee,Biocon Biologics Inc.,Injection,Subcutaneous,300UNITS/3ML (100UNITS/ML),Lantus,N,2021-07-28
761202,ranibizumab-nuna,Byooviz,"Samsung Bioepis Co., Ltd.",Injection,Intravitreal,10MG/ML,Lucentis,N,2021-09-17
761204,cipaglucosidase alfa-atga,Pombiliti,"Amicus Therapeutics US, LLC",Injection,Intravenous,105MG,N/A,Y,2023-09-28
761208,tisotumab vedotin-tftv,Tivdak,Seagen Inc.,For Injection,Intravenous,40MG,N/A,Y,2021-09-20
761210,amivantamab-vmjw,Rybrevant,"Janssen Biotech, Inc.",Injection,Intravenous,350MG/7ML (50MG/ML),N/A,Y,2021-05-21
761215,insulin glargine-aglr,Rezvoglar,Eli Lilly and Company,Injection,Subcutaneous,300UNITS/3ML (100UNITS/ML),Lantus,N,2021-12-17
761216,adalimumab-aqvh,Yusimry,Hong Kong King-Friend Industrial Company Limited,Injection,Subcutaneous,40MG/0.8ML,Humira,N,2021-12-17
761216,adalimumab-aqvh,Yusimry,Hong Kong King-Friend Industrial Company Limited,Injection,Subcutaneous,40MG/0.8ML,Humira,N,2023-02-27
761219,adalimumab-aaty,Yuflyma,"CELLTRION, Inc.",Injection,Subcutaneous,40MG/0.4ML,Humira,N,2023-05-23
