BLANumber,ProperName,ProprietaryName,Applicant,DosageForm,Route,Strength,ReferenceProductName,IsReferenceProductFlag,BLAApprovalDate
17776,kit for the preparation of technetium Tc-99m albumin aggregated,Pulmolite,Jubilant DraxImage Inc.,For Injectable Suspension,Intravenous,1MG/10MG/0.24MG/ 0.7MG/0.13MG/10MG,N/A,Y,1976-11-16
17833,kit for the preparation of technetium Tc-99m albumin aggregated,Macrotec,Bracco Diagnostics Inc.,For Injectable Suspension,Intravenous,1.5MG/10MG/0.07MG/0.19MG/1.8MG,N/A,Y,1976-02-23
17835,albumin chromated CR-51 serum,Chromalbin,"Iso-Tex Diagnostics, Inc.",Injection,Intravenous,100uCi,N/A,Y,1976-02-23
17835,albumin chromated CR-51 serum,Chromalbin,"Iso-Tex Diagnostics, Inc.",Injection,Intravenous,250uCi,N/A,Y,1976-02-23
17835,albumin chromated CR-51 serum,Chromalbin,"Iso-Tex Diagnostics, Inc.",Injection,Intravenous,500uCi,N/A,Y,1976-02-23
17836,iodinated I-125 albumin,Jeanatope,"Iso-Tex Diagnostics, Inc.",Injection,Intravenous,"500uCi/0.5ML (1,000uCi/ML)",N/A,Y,1976-02-23
17836,iodinated I-125 albumin,Jeanatope,"Iso-Tex Diagnostics, Inc.",Injection,Intravenous,"1,000uCi/ML (1,000uCi/ML)",N/A,Y,1976-02-23
17836,iodinated I-125 albumin,Jeanatope,"Iso-Tex Diagnostics, Inc.",Injection,Intravenous,100uCi/10ML (10uCi/ML),N/A,Y,2004-06-08
17837,iodinated I-131 albumin,Megatope,"Iso-Tex Diagnostics, Inc.",Injection,Intravenous,0.5mCi,N/A,Y,1976-02-23
17837,iodinated I-131 albumin,Megatope,"Iso-Tex Diagnostics, Inc.",Injection,Intravenous,1mCi,N/A,Y,1976-02-23
17837,iodinated I-131 albumin,Megatope,"Iso-Tex Diagnostics, Inc.",Injection,Intravenous,2mCi,N/A,Y,1976-02-23
17837,iodinated I-131 albumin,Megatope,"Iso-Tex Diagnostics, Inc.",Injection,Intravenous,5uCi/AMP,N/A,Y,1976-02-23
17837,iodinated I-131 albumin,Megatope,"Iso-Tex Diagnostics, Inc.",Injection,Intravenous,20uCi/AMP,N/A,Y,1976-02-23
17881,kit for the preparation of technetium Tc-99m albumin aggregated,Draximage MAA,Jubilant DraxImage Inc.,For Injectable Suspension,Intravenous,2.5MG/5MG/0.6MG/ 1.2MG,N/A,Y,1987-12-30
18263,radiolabeled albumin technetium Tc-99m albumin colloid kit,Microlite,Pharmalucence Inc,<NA>,<NA>,<NA>,N/A,Y,1983-03-25
18663,chymopapain,Chymodiactin,"DisCure Medical, LLC",For Injection,Intrathecal,"10,000UNITS",N/A,Y,1982-11-10
18663,chymopapain,Chymodiactin,"DisCure Medical, LLC",For Injection,Intrathecal,"4,000UNITS",N/A,Y,1984-08-21
18780,insulin human,Humulin R U-100,Eli Lilly and Company,Injection,Subcutaneous,"1,000UNITS/10ML (100UNITS/ML)",N/A,Y,1982-10-28
18780,insulin human,Humulin R U-500,Eli Lilly and Company,Injection,Subcutaneous,"1,500UNITS/3ML (500UNITS/ML)",N/A,Y,2015-12-29
18780,insulin human,Humulin R U-100,Eli Lilly and Company,Injection,Subcutaneous,300UNITS/3ML (100UNITS/ML),N/A,Y,1998-08-06
18780,insulin human,Humulin R U-500,Eli Lilly and Company,Injection,Subcutaneous,"10,000UNITS/20ML (500UNITS/ML)",N/A,Y,1994-03-31
18780,insulin human,Humulin R U-100,Eli Lilly and Company,Injection,Subcutaneous,300UNITS/3ML (100UNITS/ML),N/A,Y,2018-05-25
18781,insulin isophane human,Humulin N,Eli Lilly and Company,Injectable Suspension,Subcutaneous,"1,000UNITS/10ML (100UNITS/ML)",N/A,Y,1982-10-28
18781,insulin isophane human,Humulin N,Eli Lilly and Company,Injectable Suspension,Subcutaneous,300UNITS/3ML (100UNITS/ML),N/A,Y,1982-10-28
18781,insulin isophane human,Humulin N,Eli Lilly and Company,Injectable Suspension,Subcutaneous,300UNITS/3ML (100UNITS/ML),N/A,Y,2013-11-07
19640,somatropin,Humatrope,Eli Lilly and Company,For Injection,Subcutaneous,2MG,N/A,Y,1987-06-23
19640,somatropin,Humatrope,Eli Lilly and Company,For Injection,Subcutaneous,5MG,N/A,Y,1986-10-16
19640,somatropin,Humatrope,Eli Lilly and Company,For Injection,Subcutaneous,6MG,N/A,Y,1999-02-04
19640,somatropin,Humatrope,Eli Lilly and Company,For Injection,Subcutaneous,12MG,N/A,Y,1999-02-04
19640,somatropin,Humatrope,Eli Lilly and Company,For Injection,Subcutaneous,24MG,N/A,Y,1999-02-04
19717,insulin isophane human and insulin human,Humulin 70/30,Eli Lilly and Company,Injectable Suspension,Subcutaneous,700UNITS/10ML (70UNITS/ML); 300UNITS/10ML (30UNITS/ML),N/A,Y,1989-04-25
19717,insulin isophane human and insulin human,Humulin 70/30,Eli Lilly and Company,Injectable Suspension,Subcutaneous,210UNITS/3ML (70UNITS/ML); 90UNITS/3ML (30UNITS/ML),N/A,Y,1989-04-25
19717,insulin isophane human and insulin human,Humulin 70/30,Eli Lilly and Company,Injectable Suspension,Subcutaneous,210UNITS/3ML (70UNITS/ML); 90UNITS/3ML (30UNITS/ML),N/A,Y,2013-11-07
19764,somatropin,Saizen,"EMD Serono, Inc.",For Injection,Subcutaneous,6MG,N/A,Y,1996-10-08
19764,somatropin,Saizen,"EMD Serono, Inc.",For Injection,Subcutaneous,5MG,N/A,Y,1996-10-08
19764,somatropin,Saizen,"EMD Serono, Inc.",For Injection,Subcutaneous,8.8MG,N/A,Y,2000-08-29
19764,somatropin,Saizen,"EMD Serono, Inc.",For Injection,Subcutaneous,4MG,N/A,Y,2007-01-16
19774,somatropin,Zomacton,Ferring Pharmaceuticals Inc.,For Injection,Subcutaneous,4.8MG,N/A,Y,1995-05-25
19774,somatropin,Zomacton,Ferring Pharmaceuticals Inc.,For Injection,Subcutaneous,5MG,N/A,Y,2002-01-04
19774,somatropin,Zomacton,Ferring Pharmaceuticals Inc.,For Injection,Subcutaneous,10MG,N/A,Y,2012-03-07
19818,pegademase bovine,Adagen,"Leadiant Biosciences, Inc",Injection,Intramuscular,375UNITS/1.5ML (250UNITS/ML),N/A,Y,1990-03-21
19938,insulin human,Novolin R,Novo Nordisk Inc.,Injection,Subcutaneous,"1,000UNITS/10ML (100UNITS/ML)",N/A,Y,1991-06-25
19938,insulin human,Novolin R,Novo Nordisk Inc.,Injection,Subcutaneous,300UNITS/3ML (100UNITS/ML),N/A,Y,2018-06-01
19959,insulin isophane human,Novolin N,Novo Nordisk Inc.,Injectable Suspension,Subcutaneous,"1,000UNITS/10ML (100UNITS/ML)",N/A,Y,1991-07-01
19959,insulin isophane human,Novolin N,Novo Nordisk Inc.,Injectable Suspension,Subcutaneous,300UNITS/3ML (100UNITS/ML),N/A,Y,1991-07-01
19991,insulin isophane human and insulin human,Novolin 70/30,Novo Nordisk Inc.,Injection,Subcutaneous,300UNITS/10ML (30UNITS/ML); 700UNITS/10ML (70UNITS/ML),N/A,Y,1991-06-25
19991,insulin isophane human and insulin human,Novolin 70/30,Novo Nordisk Inc.,Injection,Subcutaneous,90UNITS/3ML (30UNITS/ML); 210UNITS/3ML (70UNITS/ML),N/A,Y,2018-06-01
20032,beractant,Survanta,AbbVie Inc.,Suspension,Intratracheal,100MG/4ML (25MG/ML),N/A,Y,1991-07-01
20032,beractant,Survanta,AbbVie Inc.,Suspension,Intratracheal,200MG/8ML (25MG/ML),N/A,Y,1991-07-01
20162,corticorelin ovine triflutate,Acthrel,Ferring Pharmaceuticals Inc.,For Injection,Intravenous,100MCG,N/A,Y,1996-05-23
20168,somatropin,Nutropin,"Genentech, Inc.",For Injection,Subcutaneous,5MG,N/A,Y,1993-11-17
20168,somatropin,Nutropin,"Genentech, Inc.",For Injection,Subcutaneous,10MG,N/A,Y,1993-11-17
20280,somatropin,Genotropin,Pharmacia & Upjohn Company LLC,For Injection,Subcutaneous,1.5MG,N/A,Y,1995-08-24
20280,somatropin,Genotropin,Pharmacia & Upjohn Company LLC,For Injection,Subcutaneous,5MG,N/A,Y,1995-08-24
20280,somatropin,Genotropin,Pharmacia & Upjohn Company LLC,For Injection,Subcutaneous,0.6MG,N/A,Y,1998-01-27
20280,somatropin,Genotropin,Pharmacia & Upjohn Company LLC,For Injection,Subcutaneous,0.2MG,N/A,Y,1998-01-27
20280,somatropin,Genotropin,Pharmacia & Upjohn Company LLC,For Injection,Subcutaneous,0.8MG,N/A,Y,1998-01-27
20280,somatropin,Genotropin,Pharmacia & Upjohn Company LLC,For Injection,Subcutaneous,0.4MG,N/A,Y,1998-01-27
20280,somatropin,Genotropin,Pharmacia & Upjohn Company LLC,For Injection,Subcutaneous,12MG,N/A,Y,1996-10-23
20280,somatropin,Genotropin,Pharmacia & Upjohn Company LLC,For Injection,Subcutaneous,1MG,N/A,Y,1998-01-27
20280,somatropin,Genotropin,Pharmacia & Upjohn Company LLC,For Injection,Subcutaneous,1.2MG,N/A,Y,1998-01-27
20280,somatropin,Genotropin,Pharmacia & Upjohn Company LLC,For Injection,Subcutaneous,1.4MG,N/A,Y,1998-01-27
20280,somatropin,Genotropin,Pharmacia & Upjohn Company LLC,For Injection,Subcutaneous,1.6MG,N/A,Y,1998-01-27
20280,somatropin,Genotropin,Pharmacia & Upjohn Company LLC,For Injection,Subcutaneous,1.8MG,N/A,Y,1998-01-27
20280,somatropin,Genotropin,Pharmacia & Upjohn Company LLC,For Injection,Subcutaneous,2MG,N/A,Y,1998-01-27
20304,aprotinin,Trasylol,Bayer HealthCare Pharmaceuticals Inc.,Injection,Intravenous,"1,000,000KIU/100ML (10,000KIU/ML)",N/A,Y,1993-12-29
20304,aprotinin,Trasylol,Bayer HealthCare Pharmaceuticals Inc.,Injection,Intravenous,"2,000,000KIU/200ML (10,000KIU/ML)",N/A,Y,1993-12-29
20328,menotropins,Humegon,"Organon USA Inc., a subsidiary of Merck & Co., Inc.",For Injection,Intramuscular,75IU,N/A,Y,1994-09-01
20328,menotropins,Humegon,"Organon USA Inc., a subsidiary of Merck & Co., Inc.",For Injection,Intramuscular,150IU,N/A,Y,1994-09-01
20367,imiglucerase,Cerezyme,Genzyme Corporation,For Injection,Intravenous,200UNITS/VIAL,N/A,Y,1994-05-23
20367,imiglucerase,Cerezyme,Genzyme Corporation,For Injection,Intravenous,400UNITS/VIAL,N/A,Y,1999-09-22
20378,follitropin alfa,Gonal-f,"EMD Serono, Inc.",For Injection,Subcutaneous,75IU,N/A,Y,1997-09-29
20378,follitropin alfa,Gonal-f,"EMD Serono, Inc.",For Injection,Subcutaneous,150IU,N/A,Y,1997-09-29
20378,follitropin alfa,Gonal-f,"EMD Serono, Inc.",For Injection,Subcutaneous,37.5IU,N/A,Y,2004-03-25
20378,follitropin alfa,Gonal-f,"EMD Serono, Inc.",For Injection,Subcutaneous,"1,050IU (600IU/ML)",N/A,Y,2001-02-28
20378,follitropin alfa,Gonal-f,"EMD Serono, Inc.",For Injection,Subcutaneous,450IU (600IU/ML),N/A,Y,2004-03-26
20521,calfactant,Infasurf,ONY Biotech Inc.,Suspension,Intratracheal,210MG/6ML (35MG/ML),N/A,Y,1998-07-01
20521,calfactant,Infasurf,ONY Biotech Inc.,Suspension,Intratracheal,105MG/3ML (35MG/ML),N/A,Y,2002-12-12
20522,somatropin,Nutropin AQ,"Genentech, Inc.",Injection,Subcutaneous,10MG/2ML,N/A,Y,1995-12-29
20522,somatropin,Nutropin AQ,"Genentech, Inc.",Injection,Subcutaneous,10MG/2ML,N/A,Y,2002-04-22
20522,somatropin,Nutropin AQ,"Genentech, Inc.",Injection,Subcutaneous,5MG/2ML,N/A,Y,2008-01-03
20522,somatropin,Nutropin AQ,"Genentech, Inc.",Injection,Subcutaneous,20MG/2ML,N/A,Y,2008-01-03
20522,somatropin,Nutropin AQ,"Genentech, Inc.",Injection,Subcutaneous,10MG/2ML,N/A,Y,2008-01-03
20563,insulin lispro,Humalog,Eli Lilly and Company,Injection,"Intravenous, Subcutaneous","1,000UNITS/10ML (100UNITS/ML)",N/A,Y,1996-06-14
20563,insulin lispro,Humalog,Eli Lilly and Company,Injection,Subcutaneous,300UNITS/3ML (100UNITS/ML),N/A,Y,1998-08-06
20563,insulin lispro,Humalog,Eli Lilly and Company,Injection,Subcutaneous,300UNITS/3ML (100UNITS/ML),N/A,Y,2007-09-06
20563,insulin lispro,Humalog,Eli Lilly and Company,Injection,Subcutaneous,300UNITS/3ML (100UNITS/ML),N/A,Y,2017-06-06
20563,insulin lispro,Humalog,Eli Lilly and Company,Injection,Subcutaneous,300UNITS/3ML (100UNITS/ML),N/A,Y,2019-11-15
20563,insulin lispro,Humalog,Eli Lilly and Company,Injection,"Intravenous, Subcutaneous",300UNITS/3ML (100UNITS/ML),N/A,Y,1996-06-14
20580,pancrelipase,Cotazym,"Organon USA Inc., a subsidiary of Merck & Co., Inc.","Capsule, Delayed Release",Oral,"8,000USP UNITS; 30,000USP UNITS; 30,000USP UNITS",N/A,Y,1996-12-09
20582,follitropin beta,Follistim,"Organon USA Inc., a subsidiary of Merck & Co., Inc.",For Injection,"Subcutaneous, Intramuscular",75IU,N/A,Y,1997-09-29
20582,follitropin beta,Follistim,"Organon USA Inc., a subsidiary of Merck & Co., Inc.",For Injection,"Subcutaneous, Intramuscular",150IU,N/A,Y,1997-09-29
20604,somatropin,Serostim,"EMD Serono, Inc.",For Injection,Subcutaneous,6MG,N/A,Y,1996-08-23
20604,somatropin,Serostim,"EMD Serono, Inc.",For Injection,Subcutaneous,5MG,N/A,Y,1996-08-23
20604,somatropin,Serostim,"EMD Serono, Inc.",For Injection,Subcutaneous,4MG,N/A,Y,1997-07-25
20604,somatropin,Zorbtive/Serostim,"EMD Serono, Inc.",For Injection,Subcutaneous,8.8MG,N/A,Y,2001-11-19
20604,somatropin,Serostim,"EMD Serono, Inc.",Injection,Subcutaneous,6MG/0.5ML,N/A,Y,2005-02-11
20725,pancrelipase,Creon,AbbVie Inc.,"Capsule, Delayed Release",Oral,"6,000USP UNITS; 19,000USP UNITS; 30,000USP UNITS",N/A,Y,2009-04-30
20725,pancrelipase,Creon,AbbVie Inc.,"Capsule, Delayed Release",Oral,"12,000USP UNITS; 38,000USP UNITS; 60,000USP UNITS",N/A,Y,2009-04-30
20725,pancrelipase,Creon,AbbVie Inc.,"Capsule, Delayed Release",Oral,"24,000USP UNITS; 76,000USP UNITS; 120,000USP UNITS",N/A,Y,2009-04-30
20725,pancrelipase,Creon,AbbVie Inc.,"Capsule, Delayed Release",Oral,"3,000USP UNITS; 9,500USP UNITS; 15,000USP UNITS",N/A,Y,2011-06-10
20725,pancrelipase,Creon,AbbVie Inc.,"Capsule, Delayed Release",Oral,"36,000USP UNITS; 114,000USP UNITS; 180,000USP UNITS",N/A,Y,2013-03-14
20744,poractant alfa,Curosurf,"Chiesi USA, Inc.",Suspension,Intratracheal,120MG/1.5ML (80MG/ML),N/A,Y,1999-11-18
20744,poractant alfa,Curosurf,"Chiesi USA, Inc.",Suspension,Intratracheal,240MG/3ML (80MG/ML),N/A,Y,1999-11-18
20772,sacrosidase,Sucraid,"QOL Medical, LLC",Solution For Oral,Oral,"1,003,000IU/118ML (8,500IU/ML)",N/A,Y,1998-04-09
20772,sacrosidase,Sucraid,"QOL Medical, LLC",Solution For Oral,Oral,"17,000IU/2ML (8,500IU/ML)",N/A,Y,2022-05-25
20898,thyrotropin alfa,Thyrogen,Genzyme Corporation,For Injection,Intramuscular,0.9MG,N/A,Y,1998-11-30
20986,insulin aspart,Novolog,Novo Nordisk Inc.,Injection,"Intravenous, Subcutaneous","1,000UNITS/10ML (100UNITS/ML)",N/A,Y,2000-06-07
20986,insulin aspart,Novolog,Novo Nordisk Inc.,Injection,Subcutaneous,300UNITS/3ML (100UNITS/ML),N/A,Y,2000-06-07
20986,insulin aspart,Novolog,Novo Nordisk Inc.,Injection,Subcutaneous,300UNITS/3ML (100UNITS/ML),N/A,Y,2001-01-19
20986,insulin aspart,Novolog,Novo Nordisk Inc.,Injection,Subcutaneous,300UNITS/3ML (100UNITS/ML),N/A,Y,2004-04-23
20986,insulin aspart,Novolog,Novo Nordisk Inc.,Injection,Subcutaneous,300UNITS/3ML (100UNITS/ML),N/A,Y,2013-10-31
21017,insulin lispro protamine and insulin lispro,Humalog Mix 75/25,Eli Lilly and Company,Injectable Suspension,Subcutaneous,750UNITS/10ML (75UNITS/ML); 250UNITS/10ML (25UNITS/ML),N/A,Y,1999-12-22
21017,insulin lispro protamine and insulin lispro,Humalog Mix 75/25,Eli Lilly and Company,Injectable Suspension,Subcutaneous,225UNITS/3ML (75UNITS/ML); 75UNITS/3ML (25UNITS/ML),N/A,Y,2007-09-06
21017,insulin lispro protamine and insulin lispro,Humalog Mix 75/25,Eli Lilly and Company,Injectable Suspension,Subcutaneous,225UNITS/3ML (75UNITS/ML); 75UNITS/3ML (25UNITS/ML),N/A,Y,1999-12-22
21018,insulin lispro protamine and insulin lispro,Humalog Mix 50/50,Eli Lilly and Company,Injectable Suspension,Subcutaneous,500UNITS/10ML (50UNITS/ML); 500UNITS/10ML (50UNITS/ML),N/A,Y,1999-12-22
21018,insulin lispro protamine and insulin lispro,Humalog Mix 50/50,Eli Lilly and Company,Injectable Suspension,Subcutaneous,150UNITS/3ML (50UNITS/ML); 150UNITS/3ML (50UNITS/ML),N/A,Y,2007-09-06
21018,insulin lispro protamine and insulin lispro,Humalog Mix 50/50,Eli Lilly and Company,Injectable Suspension,Subcutaneous,150UNITS/3ML (50UNITS/ML); 150UNITS/3ML (50UNITS/ML),N/A,Y,1999-12-22
21047,menotropins,Repronex,Ferring Pharmaceuticals Inc.,For Injection,"Subcutaneous, Intramuscular",75IU,N/A,Y,1999-08-27
21047,menotropins,Repronex,Ferring Pharmaceuticals Inc.,For Injection,"Subcutaneous, Intramuscular",150IU,N/A,Y,1999-08-27
21081,insulin glargine,Lantus,Sanofi-Aventis U.S. LLC,Injection,Subcutaneous,"1,000UNITS/10ML (100UNITS/ML)",N/A,Y,2000-04-20
21081,insulin glargine,Lantus,Sanofi-Aventis U.S. LLC,Injection,Subcutaneous,300UNITS/3ML (100UNITS/ML),N/A,Y,2007-04-25
21081,insulin glargine,Lantus,Sanofi-Aventis U.S. LLC,Injection,Subcutaneous,500UNITS/5ML (100UNITS/ML),N/A,Y,2000-04-20
21081,insulin glargine,Lantus,Sanofi-Aventis U.S. LLC,Injection,Subcutaneous,300UNITS/3ML (100UNITS/ML),N/A,Y,2000-04-20
21106,pegvisomant,Somavert,Pharmacia & Upjohn Company LLC,For Injection,Subcutaneous,10MG,N/A,Y,2003-03-25
21106,pegvisomant,Somavert,Pharmacia & Upjohn Company LLC,For Injection,Subcutaneous,15MG,N/A,Y,2003-03-25
21106,pegvisomant,Somavert,Pharmacia & Upjohn Company LLC,For Injection,Subcutaneous,20MG,N/A,Y,2003-03-25
21106,pegvisomant,Somavert,Pharmacia & Upjohn Company LLC,For Injection,Subcutaneous,25MG,N/A,Y,2014-07-31
21106,pegvisomant,Somavert,Pharmacia & Upjohn Company LLC,For Injection,Subcutaneous,30MG,N/A,Y,2014-07-31
21148,somatropin,Norditropin,Novo Nordisk Inc.,Injection,Subcutaneous,5MG/1.5ML,N/A,Y,2000-06-20
21148,somatropin,Norditropin,Novo Nordisk Inc.,Injection,Subcutaneous,10MG/1.5ML,N/A,Y,2000-06-20
21148,somatropin,Norditropin,Novo Nordisk Inc.,Injection,Subcutaneous,15MG/1.5ML,N/A,Y,2000-06-20
21148,somatropin,Norditropin,Novo Nordisk Inc.,Injection,Subcutaneous,5MG/1.5ML,N/A,Y,2004-10-01
21148,somatropin,Norditropin,Novo Nordisk Inc.,Injection,Subcutaneous,10MG/1.5ML,N/A,Y,2004-10-01
21148,somatropin,Norditropin,Novo Nordisk Inc.,Injection,Subcutaneous,15MG/1.5ML,N/A,Y,2004-10-01
21148,somatropin,Norditropin,Novo Nordisk Inc.,Injection,Subcutaneous,30MG/3ML,N/A,Y,2009-03-10
21148,somatropin,Norditropin,Novo Nordisk Inc.,Injection,Subcutaneous,5MG/1.5ML,N/A,Y,2010-03-01
21148,somatropin,Norditropin,Novo Nordisk Inc.,Injection,Subcutaneous,10MG/1.5ML,N/A,Y,2010-03-01
21148,somatropin,Norditropin,Novo Nordisk Inc.,Injection,Subcutaneous,15MG/1.5ML,N/A,Y,2010-03-01
21148,somatropin,Norditropin,Novo Nordisk Inc.,Injection,Subcutaneous,30MG/3ML,N/A,Y,2015-01-23
21149,choriogonadotropin alfa,Ovidrel,"EMD Serono, Inc.",Injection,Subcutaneous,250MCG,N/A,Y,2000-09-20
21149,choriogonadotropin alfa,Ovidrel,"EMD Serono, Inc.",Injection,Subcutaneous,250MCG/0.5ML,N/A,Y,2003-07-14
21172,insulin aspart protamine and insulin aspart,Novolog Mix 70/30,Novo Nordisk Inc.,Injectable Suspension,Subcutaneous,700UNITS/10ML (70UNITS/ML); 300UNITS/10ML (30UNITS/ML),N/A,Y,2001-11-01
21172,insulin aspart protamine and insulin aspart,Novolog Mix 70/30,Novo Nordisk Inc.,Injectable Suspension,Subcutaneous,210UNITS/3ML (70UNITS/ML); 90UNITS/3ML (30UNITS/ML),N/A,Y,2001-11-01
21172,insulin aspart protamine and insulin aspart,Novolog Mix 70/30,Novo Nordisk Inc.,Injectable Suspension,Subcutaneous,210UNITS/3ML (70UNITS/ML); 90UNITS/3ML (30UNITS/ML),N/A,Y,2002-05-03
21211,follitropin beta,Follistim AQ Cartridge,"Organon USA LLC, a subsidiary of Organon & Co.",Injection,Subcutaneous,300IU/0.36ML,N/A,Y,2004-03-23
21211,follitropin beta,Follistim AQ Cartridge,"Organon USA LLC, a subsidiary of Organon & Co.",Injection,Subcutaneous,600IU/0.72ML,N/A,Y,2004-03-23
21211,follitropin beta,Follistim AQ Cartridge,"Organon USA LLC, a subsidiary of Organon & Co.",Injection,Subcutaneous,175IU/0.21ML,N/A,Y,2005-02-11
21211,follitropin beta,Follistim AQ Cartridge,"Organon USA LLC, a subsidiary of Organon & Co.",Injection,Subcutaneous,900IU/1.08ML,N/A,Y,2005-02-11
21271,desirudin,Iprivask,"Bausch Health US, LLC",For Injection,Subcutaneous,15MG,N/A,Y,2003-04-04
21273,follitropin beta,Follistim AQ,"Organon USA Inc., a subsidiary of Merck & Co., Inc.",Injection,"Subcutaneous, Intramuscular",75IU/0.5ML,N/A,Y,2005-08-26
21273,follitropin beta,Follistim AQ,"Organon USA Inc., a subsidiary of Merck & Co., Inc.",Injection,"Subcutaneous, Intramuscular",150IU/0.5ML,N/A,Y,2005-08-26
21289,urofollitropin,Bravelle,Ferring Pharmaceuticals Inc.,For Injection,"Subcutaneous, Intramuscular",75IU,N/A,Y,2002-05-06
21426,somatropin,Omnitrope,Sandoz Inc.,For Injection,Subcutaneous,5.8MG,N/A,Y,2006-05-30
21426,somatropin,Omnitrope,Sandoz Inc.,For Injection,Subcutaneous,1.5MG,N/A,Y,2006-05-30
21426,somatropin,Omnitrope,Sandoz Inc.,Injection,Subcutaneous,5MG/1.5ML,N/A,Y,2008-01-16
21426,somatropin,Omnitrope,Sandoz Inc.,Injection,Subcutaneous,10MG/1.5ML,N/A,Y,2008-08-25
21536,insulin detemir,Levemir,Novo Nordisk Inc.,Injection,Subcutaneous,"1,000UNITS/10ML (100UNITS/ML)",N/A,Y,2005-06-16
21536,insulin detemir,Levemir,Novo Nordisk Inc.,Injection,Subcutaneous,300UNITS/3ML (100UNITS/ML),N/A,Y,2005-06-16
21536,insulin detemir,Levemir,Novo Nordisk Inc.,Injection,Subcutaneous,300UNITS/3ML (100UNITS/ML),N/A,Y,2013-10-31
21538,somatropin,Accretropin,Emergent Biosolutions Canada Inc.,Injection,Subcutaneous,5MG/ML,N/A,Y,2008-01-23
21629,insulin glulisine,Apidra,Sanofi-Aventis U.S. LLC,Injection,"Intravenous, Subcutaneous","1,000UNITS/10ML (100UNITS/ML)",N/A,Y,2004-04-16
21629,insulin glulisine,Apidra,Sanofi-Aventis U.S. LLC,Injection,Subcutaneous,300UNITS/3ML (100UNITS/ML),N/A,Y,2005-12-20
21629,insulin glulisine,Apidra,Sanofi-Aventis U.S. LLC,Injection,Subcutaneous,300UNITS/3ML (100UNITS/ML),N/A,Y,2009-02-24
21640,hyaluronidase,Vitrase,Bausch & Lomb Incorporated,Injection,"Infiltration, Interstitial, Intramuscular, Intraocular, Peribulbar, Retrobulbar, Soft Tissue, Subcutaneous","6,200UNITS/ML",N/A,Y,2004-05-05
21640,hyaluronidase,Vitrase,Bausch & Lomb Incorporated,Injection,"Infiltration, Interstitial, Intramuscular, Intraocular, Peribulbar, Retrobulbar, Soft Tissue, Subcutaneous",200UNITS/ML,N/A,Y,2004-12-02
21663,menotropins,Menopur,Ferring Pharmaceuticals Inc.,For Injection,Subcutaneous,75IU,N/A,Y,2004-10-29
21665,hyaluronidase,Amphadase,"Amphastar Pharmaceuticals, Inc.",Injection,Subcutaneous,150UNITS/ML,N/A,Y,2004-10-26
21684,follitropin alfa,Gonal-f RFF RediJect,"EMD Serono, Inc.",Injection,Subcutaneous,300IU/0.5ML,N/A,Y,2004-05-25
21684,follitropin alfa,Gonal-f RFF RediJect,"EMD Serono, Inc.",Injection,Subcutaneous,450IU/0.75ML,N/A,Y,2004-05-25
21684,follitropin alfa,Gonal-f RFF RediJect,"EMD Serono, Inc.",Injection,Subcutaneous,900IU/1.5ML,N/A,Y,2004-05-25
21716,hyaluronidase,Hydase,"Akorn, Inc.",Injection,Subcutaneous,150UNITS/ML,N/A,Y,2005-10-25
21765,follitropin alfa,Gonal-f RFF,"EMD Serono, Inc.",For Injection,Subcutaneous,37.5IU,N/A,Y,2004-03-25
21765,follitropin alfa,Gonal-f RFF,"EMD Serono, Inc.",For Injection,Subcutaneous,75IU,N/A,Y,2004-03-25
21765,follitropin alfa,Gonal-f RFF,"EMD Serono, Inc.",For Injection,Subcutaneous,150IU,N/A,Y,2004-03-25
21810,insulin aspart protamine and insulin aspart,Novolog Mix 50/50,Novo Nordisk Inc.,Injectable Suspension,Subcutaneous,150UNITS/3ML (50UNITS/ML); 150UNITS/3ML (50UNITS/ML),N/A,Y,2008-08-26
21839,mecasermin,Increlex,"Eton Pharmaceuticals, Inc.",Injection,Subcutaneous,40MG/4ML (10MG/ML),N/A,Y,2005-08-30
21846,urokinase,Kinlytic,Microbix Biosystems Inc.,For Injection,Intravenous,"250,000IU",N/A,Y,1978-01-16
21846,urokinase,Kinlytic,Microbix Biosystems Inc.,For Injection,Intravenous,"9,000IU",N/A,Y,1978-01-16
21846,urokinase,Kinlytic,Microbix Biosystems Inc.,For Injection,Intravenous,"5,000IU",N/A,Y,1978-01-16
21859,hyaluronidase human,Hylenex recombinant,"Halozyme Therapeutics, Inc.",Injection,"Infiltration, Interstitial, Intramuscular, Intraocular, Peribulbar, Retrobulbar, Soft Tissue, Subcutaneous",150UNITS/ML,N/A,Y,2005-12-02
21884,mecasermin rinfabate,Iplex,Insmed Incorporated,Injection,Subcutaneous,36MG/0.6ML (60MG/ML),N/A,Y,2005-12-12
22175,pancrelipase,Pertzye,"Digestive Care, Inc.","Capsule, Delayed Release",Oral,"8,000USP UNITS; 28,750USP UNITS; 30,250USP UNITS",N/A,Y,2012-05-17
22175,pancrelipase,Pertzye,"Digestive Care, Inc.","Capsule, Delayed Release",Oral,"16,000USP UNITS; 57,500USP UNITS; 60,500USP UNITS",N/A,Y,2012-05-17
22175,pancrelipase,Pertzye,"Digestive Care, Inc.","Capsule, Delayed Release",Oral,"4,000USP UNITS; 14,375USP UNITS; 15,125USP UNITS",N/A,Y,2016-10-06
