ApplNo,ProductNo,TradeName,ActiveIngredient,Strength,DosageForm,Route,MarketingStatus,TECode,ReferenceListedDrugFlag,ReferenceStandardFlag,ApplicantName,ApplType,ApplStatus,FirstApprovalDate
075735,001,NALOXONE HYDROCHLORIDE AND PENTAZOCINE HYDROCHLORIDE,NALOXONE HYDROCHLORIDE; PENTAZOCINE HYDROCHLORIDE,EQ 0.5MG BASE;EQ 50MG BASE,TABLET,ORAL,RX,AB,N,N,LUPIN INC,A,Active,2001-07-11
075523,001,NALOXONE HYDROCHLORIDE AND PENTAZOCINE HYDROCHLORIDE,NALOXONE HYDROCHLORIDE; PENTAZOCINE HYDROCHLORIDE,EQ 0.5MG BASE;EQ 50MG BASE,TABLET,ORAL,RX,AB,N,N,SUN PHARMACEUTICAL INDUSTRIES LTD,A,Active,2000-03-17
074736,001,NALOXONE HYDROCHLORIDE AND PENTAZOCINE HYDROCHLORIDE,NALOXONE HYDROCHLORIDE; PENTAZOCINE HYDROCHLORIDE,EQ 0.5MG BASE;EQ 50MG BASE,TABLET,ORAL,RX,AB,N,Y,WATSON LABORATORIES INC,A,Active,1997-01-21
091205,001,NALTREXONE HYDROCHLORIDE,NALTREXONE HYDROCHLORIDE,50MG,TABLET,ORAL,RX,AB,N,N,ACCORD HEALTHCARE INC,A,Active,2011-08-17
074918,001,NALTREXONE HYDROCHLORIDE,NALTREXONE HYDROCHLORIDE,50MG,TABLET,ORAL,RX,AB,N,N,BARR LABORATORIES INC,A,Active,1998-05-08
207905,001,NALTREXONE HYDROCHLORIDE,NALTREXONE HYDROCHLORIDE,50MG,TABLET,ORAL,RX,AB,N,N,CHARTWELL LIFE MOLECULES LLC,A,Active,2017-07-21
075274,001,NALTREXONE HYDROCHLORIDE,NALTREXONE HYDROCHLORIDE,50MG,TABLET,ORAL,RX,AB,N,N,ELITE LABORATORIES INC,A,Active,1999-05-26
075434,001,NALTREXONE HYDROCHLORIDE,NALTREXONE HYDROCHLORIDE,50MG,TABLET,ORAL,DISCN,,N,N,ESJAY PHARMA LLC,A,Discontinued,2000-03-08
076264,001,NALTREXONE HYDROCHLORIDE,NALTREXONE HYDROCHLORIDE,25MG,TABLET,ORAL,RX,,N,N,SPECGX LLC,A,Active,2002-03-22
076264,002,NALTREXONE HYDROCHLORIDE,NALTREXONE HYDROCHLORIDE,50MG,TABLET,ORAL,RX,AB,N,Y,SPECGX LLC,A,Active,2002-03-22
076264,003,NALTREXONE HYDROCHLORIDE,NALTREXONE HYDROCHLORIDE,100MG,TABLET,ORAL,RX,,N,N,SPECGX LLC,A,Active,2002-03-22
090356,001,NALTREXONE HYDROCHLORIDE,NALTREXONE HYDROCHLORIDE,50MG,TABLET,ORAL,RX,AB,N,N,SUN PHARMACEUTICAL INDUSTRIES LTD,A,Active,2012-02-24
021487,001,NAMENDA,MEMANTINE HYDROCHLORIDE,5MG,TABLET,ORAL,RX,AB,Y,N,ABBVIE INC,N,Active,2003-10-16
021487,002,NAMENDA,MEMANTINE HYDROCHLORIDE,10MG,TABLET,ORAL,RX,AB,Y,Y,ABBVIE INC,N,Active,2003-10-16
017581,002,NAPROSYN,NAPROXEN,250MG,TABLET,ORAL,DISCN,,Y,N,ATNAHS PHARMA US LTD,N,Active,1982-01-01
017581,003,NAPROSYN,NAPROXEN,375MG,TABLET,ORAL,DISCN,,Y,N,ATNAHS PHARMA US LTD,N,Active,1982-01-01
017581,004,NAPROSYN,NAPROXEN,500MG,TABLET,ORAL,RX,AB,Y,Y,ATNAHS PHARMA US LTD,N,Active,1982-01-01
091416,001,NAPROXEN,NAPROXEN,250MG,TABLET,ORAL,RX,AB,N,N,ADAPTIS PHARMA PRIVATE LTD,A,Active,2011-02-14
091416,002,NAPROXEN,NAPROXEN,375MG,TABLET,ORAL,RX,AB,N,N,ADAPTIS PHARMA PRIVATE LTD,A,Active,2011-02-14
091416,003,NAPROXEN,NAPROXEN,500MG,TABLET,ORAL,RX,AB,N,N,ADAPTIS PHARMA PRIVATE LTD,A,Active,2011-02-14
075927,001,NAPROXEN,NAPROXEN,250MG,TABLET,ORAL,RX,AB,N,N,AMNEAL PHARMACEUTICALS NY LLC,A,Active,2001-12-18
075927,002,NAPROXEN,NAPROXEN,375MG,TABLET,ORAL,RX,AB,N,N,AMNEAL PHARMACEUTICALS NY LLC,A,Active,2001-12-18
075927,003,NAPROXEN,NAPROXEN,500MG,TABLET,ORAL,RX,AB,N,N,AMNEAL PHARMACEUTICALS NY LLC,A,Active,2001-12-18
200429,001,NAPROXEN,NAPROXEN,250MG,TABLET,ORAL,RX,AB,N,N,AUROBINDO PHARMA LTD,A,Active,2011-11-08
200429,002,NAPROXEN,NAPROXEN,375MG,TABLET,ORAL,RX,AB,N,N,AUROBINDO PHARMA LTD,A,Active,2011-11-08
200429,003,NAPROXEN,NAPROXEN,500MG,TABLET,ORAL,RX,AB,N,N,AUROBINDO PHARMA LTD,A,Active,2011-11-08
074410,001,NAPROXEN,NAPROXEN,250MG,TABLET,ORAL,DISCN,,N,N,CHARTWELL MOLECULES LLC,A,Discontinued,1995-04-28
074410,002,NAPROXEN,NAPROXEN,375MG,TABLET,ORAL,DISCN,,N,N,CHARTWELL MOLECULES LLC,A,Discontinued,1995-04-28
074410,003,NAPROXEN,NAPROXEN,500MG,TABLET,ORAL,DISCN,,N,N,CHARTWELL MOLECULES LLC,A,Discontinued,1995-04-28
074105,001,NAPROXEN,NAPROXEN,250MG,TABLET,ORAL,DISCN,,N,N,DAVA PHARMACEUTICALS INC,A,Discontinued,1993-12-21
074105,002,NAPROXEN,NAPROXEN,375MG,TABLET,ORAL,DISCN,,N,N,DAVA PHARMACEUTICALS INC,A,Discontinued,1993-12-21
074105,003,NAPROXEN,NAPROXEN,500MG,TABLET,ORAL,DISCN,,N,N,DAVA PHARMACEUTICALS INC,A,Discontinued,1993-12-21
078250,001,NAPROXEN,NAPROXEN,250MG,TABLET,ORAL,RX,AB,N,N,GLENMARK PHARMACEUTICALS LTD,A,Active,2007-03-28
078250,002,NAPROXEN,NAPROXEN,375MG,TABLET,ORAL,RX,AB,N,N,GLENMARK PHARMACEUTICALS LTD,A,Active,2007-03-28
078250,003,NAPROXEN,NAPROXEN,500MG,TABLET,ORAL,RX,AB,N,N,GLENMARK PHARMACEUTICALS LTD,A,Active,2007-03-28
074140,001,NAPROXEN,NAPROXEN,250MG,TABLET,ORAL,RX,AB,N,N,GRANULES INDIA LTD,A,Active,1993-12-21
074140,002,NAPROXEN,NAPROXEN,375MG,TABLET,ORAL,RX,AB,N,N,GRANULES INDIA LTD,A,Active,1993-12-21
074140,003,NAPROXEN,NAPROXEN,500MG,TABLET,ORAL,RX,AB,N,N,GRANULES INDIA LTD,A,Active,1993-12-21
074110,001,NAPROXEN,NAPROXEN,250MG,TABLET,ORAL,DISCN,,N,N,HAMILTON PHARMACEUTICALS LTD,A,Discontinued,1992-10-30
074110,002,NAPROXEN,NAPROXEN,375MG,TABLET,ORAL,DISCN,,N,N,HAMILTON PHARMACEUTICALS LTD,A,Discontinued,1992-10-30
074110,003,NAPROXEN,NAPROXEN,500MG,TABLET,ORAL,DISCN,,N,N,HAMILTON PHARMACEUTICALS LTD,A,Discontinued,1992-10-30
076494,001,NAPROXEN,NAPROXEN,250MG,TABLET,ORAL,DISCN,,N,N,HIKMA INTERNATIONAL PHARMACEUTICALS LLC,A,Discontinued,2004-01-14
076494,002,NAPROXEN,NAPROXEN,375MG,TABLET,ORAL,DISCN,,N,N,HIKMA INTERNATIONAL PHARMACEUTICALS LLC,A,Discontinued,2004-01-14
076494,003,NAPROXEN,NAPROXEN,500MG,TABLET,ORAL,DISCN,,N,N,HIKMA INTERNATIONAL PHARMACEUTICALS LLC,A,Discontinued,2004-01-14
091305,001,NAPROXEN,NAPROXEN,250MG,TABLET,ORAL,DISCN,,N,N,INVAGEN PHARMACEUTICALS INC,A,Discontinued,2011-08-24
091305,002,NAPROXEN,NAPROXEN,375MG,TABLET,ORAL,DISCN,,N,N,INVAGEN PHARMACEUTICALS INC,A,Discontinued,2011-08-24
091305,003,NAPROXEN,NAPROXEN,500MG,TABLET,ORAL,DISCN,,N,N,INVAGEN PHARMACEUTICALS INC,A,Discontinued,2011-08-24
074111,001,NAPROXEN,NAPROXEN,250MG,TABLET,ORAL,DISCN,,N,N,IVAX PHARMACEUTICALS INC SUB TEVA PHARMACEUTICALS USA,A,Discontinued,1995-02-28
074111,002,NAPROXEN,NAPROXEN,375MG,TABLET,ORAL,DISCN,,N,N,IVAX PHARMACEUTICALS INC SUB TEVA PHARMACEUTICALS USA,A,Discontinued,1995-02-28
074111,003,NAPROXEN,NAPROXEN,500MG,TABLET,ORAL,DISCN,,N,N,IVAX PHARMACEUTICALS INC SUB TEVA PHARMACEUTICALS USA,A,Discontinued,1995-02-28
077339,001,NAPROXEN,NAPROXEN,250MG,TABLET,ORAL,DISCN,,N,N,L PERRIGO CO,A,Discontinued,2005-04-27
077339,002,NAPROXEN,NAPROXEN,375MG,TABLET,ORAL,DISCN,,N,N,L PERRIGO CO,A,Discontinued,2005-04-27
077339,003,NAPROXEN,NAPROXEN,500MG,TABLET,ORAL,DISCN,,N,N,L PERRIGO CO,A,Discontinued,2005-04-27
074121,001,NAPROXEN,NAPROXEN,250MG,TABLET,ORAL,DISCN,,N,N,PHARMOBEDIENT CONSULTING LLC,A,Discontinued,1993-12-21
074121,002,NAPROXEN,NAPROXEN,375MG,TABLET,ORAL,DISCN,,N,N,PHARMOBEDIENT CONSULTING LLC,A,Discontinued,1993-12-21
074121,003,NAPROXEN,NAPROXEN,500MG,TABLET,ORAL,DISCN,,N,N,PHARMOBEDIENT CONSULTING LLC,A,Discontinued,1993-12-21
074182,001,NAPROXEN,NAPROXEN,250MG,TABLET,ORAL,DISCN,,N,N,PLIVA INC,A,Discontinued,1996-06-27
074182,002,NAPROXEN,NAPROXEN,375MG,TABLET,ORAL,DISCN,,N,N,PLIVA INC,A,Discontinued,1996-06-27
074182,003,NAPROXEN,NAPROXEN,500MG,TABLET,ORAL,DISCN,,N,N,PLIVA INC,A,Discontinued,1996-06-27
074263,001,NAPROXEN,NAPROXEN,250MG,TABLET,ORAL,DISCN,,N,N,PUREPAC PHARMACEUTICAL CO,A,Discontinued,1993-12-21
074263,002,NAPROXEN,NAPROXEN,375MG,TABLET,ORAL,DISCN,,N,N,PUREPAC PHARMACEUTICAL CO,A,Discontinued,1993-12-21
074263,003,NAPROXEN,NAPROXEN,500MG,TABLET,ORAL,DISCN,,N,N,PUREPAC PHARMACEUTICAL CO,A,Discontinued,1993-12-21
074211,001,NAPROXEN,NAPROXEN,250MG,TABLET,ORAL,DISCN,,N,N,ROXANE LABORATORIES INC,A,Discontinued,1994-02-28
074211,002,NAPROXEN,NAPROXEN,375MG,TABLET,ORAL,DISCN,,N,N,ROXANE LABORATORIES INC,A,Discontinued,1994-02-28
074211,003,NAPROXEN,NAPROXEN,500MG,TABLET,ORAL,DISCN,,N,N,ROXANE LABORATORIES INC,A,Discontinued,1994-02-28
212517,001,NAPROXEN,NAPROXEN,250MG,TABLET,ORAL,RX,AB,N,N,SCIEGEN PHARMACEUTICALS INC,A,Active,2020-02-21
212517,002,NAPROXEN,NAPROXEN,375MG,TABLET,ORAL,RX,AB,N,N,SCIEGEN PHARMACEUTICALS INC,A,Active,2020-02-21
212517,003,NAPROXEN,NAPROXEN,500MG,TABLET,ORAL,RX,AB,N,N,SCIEGEN PHARMACEUTICALS INC,A,Active,2020-02-21
074129,001,NAPROXEN,NAPROXEN,250MG,TABLET,ORAL,DISCN,,N,N,TEVA PHARMACEUTICALS USA INC,A,Discontinued,1993-12-21
074201,001,NAPROXEN,NAPROXEN,250MG,TABLET,ORAL,RX,AB,N,N,TEVA PHARMACEUTICALS USA INC,A,Active,1993-12-21
074216,001,NAPROXEN,NAPROXEN,250MG,TABLET,ORAL,DISCN,,N,N,TEVA PHARMACEUTICALS USA INC,A,Discontinued,1996-04-11
074129,002,NAPROXEN,NAPROXEN,375MG,TABLET,ORAL,DISCN,,N,N,TEVA PHARMACEUTICALS USA INC,A,Discontinued,1993-12-21
074201,002,NAPROXEN,NAPROXEN,375MG,TABLET,ORAL,RX,AB,N,N,TEVA PHARMACEUTICALS USA INC,A,Active,1993-12-21
074216,002,NAPROXEN,NAPROXEN,375MG,TABLET,ORAL,DISCN,,N,N,TEVA PHARMACEUTICALS USA INC,A,Discontinued,1996-04-11
074129,003,NAPROXEN,NAPROXEN,500MG,TABLET,ORAL,DISCN,,N,N,TEVA PHARMACEUTICALS USA INC,A,Discontinued,1993-12-21
074201,003,NAPROXEN,NAPROXEN,500MG,TABLET,ORAL,RX,AB,N,N,TEVA PHARMACEUTICALS USA INC,A,Active,1993-12-21
074216,003,NAPROXEN,NAPROXEN,500MG,TABLET,ORAL,DISCN,,N,N,TEVA PHARMACEUTICALS USA INC,A,Discontinued,1996-04-11
074207,001,NAPROXEN,NAPROXEN,250MG,TABLET,ORAL,DISCN,,N,N,TEVA PHARMACEUTICALS USA,A,Discontinued,1993-12-21
074207,002,NAPROXEN,NAPROXEN,375MG,TABLET,ORAL,DISCN,,N,N,TEVA PHARMACEUTICALS USA,A,Discontinued,1993-12-21
074207,003,NAPROXEN,NAPROXEN,500MG,TABLET,ORAL,DISCN,,N,N,TEVA PHARMACEUTICALS USA,A,Discontinued,1993-12-21
074457,001,NAPROXEN,NAPROXEN,250MG,TABLET,ORAL,DISCN,,N,N,WATSON LABORATORIES INC,A,Discontinued,1995-05-31
074457,002,NAPROXEN,NAPROXEN,375MG,TABLET,ORAL,DISCN,,N,N,WATSON LABORATORIES INC,A,Discontinued,1995-05-31
074457,003,NAPROXEN,NAPROXEN,500MG,TABLET,ORAL,DISCN,,N,N,WATSON LABORATORIES INC,A,Discontinued,1995-05-31
074163,001,NAPROXEN,NAPROXEN,250MG,TABLET,ORAL,DISCN,,N,N,WATSON LABORATORIES INC AN INDIRECT WHOLLY OWNED SUB OF TEVA PHARMACEUTICALS USA INC,A,Discontinued,1995-02-10
074163,002,NAPROXEN,NAPROXEN,375MG,TABLET,ORAL,DISCN,,N,N,WATSON LABORATORIES INC AN INDIRECT WHOLLY OWNED SUB OF TEVA PHARMACEUTICALS USA INC,A,Discontinued,1995-02-10
074163,003,NAPROXEN,NAPROXEN,500MG,TABLET,ORAL,DISCN,,N,N,WATSON LABORATORIES INC AN INDIRECT WHOLLY OWNED SUB OF TEVA PHARMACEUTICALS USA INC,A,Discontinued,1995-02-10
078620,001,NAPROXEN,NAPROXEN,250MG,TABLET,ORAL,RX,AB,N,N,ZYDUS PHARMACEUTICALS USA INC,A,Active,2007-06-07
078620,002,NAPROXEN,NAPROXEN,375MG,TABLET,ORAL,RX,AB,N,N,ZYDUS PHARMACEUTICALS USA INC,A,Active,2007-06-07
078620,003,NAPROXEN,NAPROXEN,500MG,TABLET,ORAL,RX,AB,N,N,ZYDUS PHARMACEUTICALS USA INC,A,Active,2007-06-07
076544,001,NAPROXEN SODIUM,NAPROXEN SODIUM,EQ 250MG BASE,TABLET,ORAL,DISCN,,N,N,ABLE LABORATORIES INC,A,Discontinued,2003-08-22
076544,002,NAPROXEN SODIUM,NAPROXEN SODIUM,EQ 500MG BASE,TABLET,ORAL,DISCN,,N,N,ABLE LABORATORIES INC,A,Discontinued,2003-08-22
079096,001,NAPROXEN SODIUM,NAPROXEN SODIUM,220MG,TABLET,ORAL,OTC,,N,N,AMNEAL PHARMACEUTICALS NY LLC,A,Active,2008-12-16
078432,001,NAPROXEN SODIUM,NAPROXEN SODIUM,EQ 250MG BASE,TABLET,ORAL,DISCN,,N,N,AMNEAL PHARMACEUTICALS NY LLC,A,Discontinued,2007-04-25
078432,002,NAPROXEN SODIUM,NAPROXEN SODIUM,EQ 500MG BASE,TABLET,ORAL,DISCN,,N,N,AMNEAL PHARMACEUTICALS NY LLC,A,Discontinued,2007-04-25
205497,001,NAPROXEN SODIUM,NAPROXEN SODIUM,220MG,TABLET,ORAL,OTC,,N,N,AUROBINDO PHARMA LTD,A,Active,2016-03-18
200629,001,NAPROXEN SODIUM,NAPROXEN SODIUM,EQ 250MG BASE,TABLET,ORAL,RX,AB,N,N,AUROBINDO PHARMA LTD,A,Active,2011-10-31
200629,002,NAPROXEN SODIUM,NAPROXEN SODIUM,EQ 500MG BASE,TABLET,ORAL,RX,AB,N,N,AUROBINDO PHARMA LTD,A,Active,2011-10-31
074635,001,NAPROXEN SODIUM,NAPROXEN SODIUM,220MG,TABLET,ORAL,OTC,,N,N,CONTRACT PHARMACAL CORP,A,Active,1997-01-13
074789,001,NAPROXEN SODIUM,NAPROXEN SODIUM,220MG,TABLET,ORAL,DISCN,,N,N,CONTRACT PHARMACAL CORP,A,Discontinued,1997-02-27
075168,001,NAPROXEN SODIUM,NAPROXEN SODIUM,220MG,TABLET,ORAL,OTC,,N,N,DR REDDYS LABORATORIES INC,A,Active,1998-07-28
078486,001,NAPROXEN SODIUM,NAPROXEN SODIUM,EQ 250MG BASE,TABLET,ORAL,RX,AB,N,N,DR REDDYS LABORATORIES LTD,A,Active,2007-07-26
078486,002,NAPROXEN SODIUM,NAPROXEN SODIUM,EQ 500MG BASE,TABLET,ORAL,RX,AB,N,N,DR REDDYS LABORATORIES LTD,A,Active,2007-07-26
078314,001,NAPROXEN SODIUM,NAPROXEN SODIUM,EQ 250MG BASE,TABLET,ORAL,RX,AB,N,N,GLENMARK PHARMACEUTICALS LTD,A,Active,2007-04-27
078314,002,NAPROXEN SODIUM,NAPROXEN SODIUM,EQ 500MG BASE,TABLET,ORAL,RX,AB,N,N,GLENMARK PHARMACEUTICALS LTD,A,Active,2007-04-27
091353,001,NAPROXEN SODIUM,NAPROXEN SODIUM,220MG,TABLET,ORAL,OTC,,N,N,GRANULES INDIA LTD,A,Active,2011-09-20
074106,001,NAPROXEN SODIUM,NAPROXEN SODIUM,EQ 250MG BASE,TABLET,ORAL,DISCN,,N,N,HAMILTON PHARMACEUTICALS LTD,A,Discontinued,1993-08-31
074106,002,NAPROXEN SODIUM,NAPROXEN SODIUM,EQ 500MG BASE,TABLET,ORAL,DISCN,,N,N,HAMILTON PHARMACEUTICALS LTD,A,Discontinued,1993-08-31
211065,001,NAPROXEN SODIUM,NAPROXEN SODIUM,220MG,TABLET,ORAL,OTC,,N,N,HETERO LABS LTD UNIT V,A,Active,2022-10-28
074480,002,NAPROXEN SODIUM,NAPROXEN SODIUM,EQ 250MG BASE,TABLET,ORAL,DISCN,,N,N,HIKMA PHARMACEUTICALS,A,Discontinued,1996-05-14
074480,001,NAPROXEN SODIUM,NAPROXEN SODIUM,EQ 500MG BASE,TABLET,ORAL,DISCN,,N,N,HIKMA PHARMACEUTICALS,A,Discontinued,1996-05-14
074230,001,NAPROXEN SODIUM,NAPROXEN SODIUM,EQ 250MG BASE,TABLET,ORAL,DISCN,,N,N,IVAX PHARMACEUTICALS INC SUB TEVA PHARMACEUTICALS USA,A,Discontinued,1995-03-14
074230,002,NAPROXEN SODIUM,NAPROXEN SODIUM,EQ 500MG BASE,TABLET,ORAL,DISCN,,N,N,IVAX PHARMACEUTICALS INC SUB TEVA PHARMACEUTICALS USA,A,Discontinued,1995-03-14
204872,001,NAPROXEN SODIUM,NAPROXEN SODIUM,220MG,TABLET,ORAL,OTC,,N,N,LNK INTERNATIONAL INC,A,Active,2017-01-23
090545,001,NAPROXEN SODIUM,NAPROXEN SODIUM,220MG,TABLET,ORAL,OTC,,N,N,MARKSANS PHARMA LTD,A,Active,2011-03-16
207612,001,NAPROXEN SODIUM,NAPROXEN SODIUM,220MG,TABLET,ORAL,DISCN,,N,N,NOVELGENIX THERAPEUTICS PVT LTD,A,Discontinued,2018-11-16
074661,001,NAPROXEN SODIUM,NAPROXEN SODIUM,220MG,TABLET,ORAL,OTC,,N,N,L PERRIGO CO,A,Active,1997-01-13
074367,001,NAPROXEN SODIUM,NAPROXEN SODIUM,EQ 250MG BASE,TABLET,ORAL,DISCN,,N,N,PHARMOBEDIENT CONSULTING LLC,A,Discontinued,1994-08-31
074367,002,NAPROXEN SODIUM,NAPROXEN SODIUM,EQ 500MG BASE,TABLET,ORAL,DISCN,,N,N,PHARMOBEDIENT CONSULTING LLC,A,Discontinued,1994-08-31
074646,001,NAPROXEN SODIUM,NAPROXEN SODIUM,220MG,TABLET,ORAL,DISCN,,N,N,PLD ACQUISITIONS LLC,A,Discontinued,1997-01-13
074242,001,NAPROXEN SODIUM,NAPROXEN SODIUM,EQ 250MG BASE,TABLET,ORAL,DISCN,,N,N,PLIVA INC,A,Discontinued,1996-06-20
074242,002,NAPROXEN SODIUM,NAPROXEN SODIUM,EQ 500MG BASE,TABLET,ORAL,DISCN,,N,N,PLIVA INC,A,Discontinued,1996-06-20
074319,001,NAPROXEN SODIUM,NAPROXEN SODIUM,EQ 250MG BASE,TABLET,ORAL,DISCN,,N,N,PUREPAC PHARMACEUTICAL CO,A,Discontinued,1995-03-20
074319,002,NAPROXEN SODIUM,NAPROXEN SODIUM,EQ 500MG BASE,TABLET,ORAL,DISCN,,N,N,PUREPAC PHARMACEUTICAL CO,A,Discontinued,1995-03-20
074257,001,NAPROXEN SODIUM,NAPROXEN SODIUM,EQ 250MG BASE,TABLET,ORAL,DISCN,,N,N,ROXANE LABORATORIES INC,A,Discontinued,1993-12-21
074257,002,NAPROXEN SODIUM,NAPROXEN SODIUM,EQ 500MG BASE,TABLET,ORAL,DISCN,,N,N,ROXANE LABORATORIES INC,A,Discontinued,1993-12-21
074162,001,NAPROXEN SODIUM,NAPROXEN SODIUM,EQ 250MG BASE,TABLET,ORAL,DISCN,,N,N,SANDOZ INC,A,Discontinued,1993-12-21
074495,001,NAPROXEN SODIUM,NAPROXEN SODIUM,EQ 250MG BASE,TABLET,ORAL,DISCN,,N,N,SANDOZ INC,A,Discontinued,1994-12-05
074162,002,NAPROXEN SODIUM,NAPROXEN SODIUM,EQ 500MG BASE,TABLET,ORAL,DISCN,,N,N,SANDOZ INC,A,Discontinued,1993-12-21
074495,002,NAPROXEN SODIUM,NAPROXEN SODIUM,EQ 500MG BASE,TABLET,ORAL,DISCN,,N,N,SANDOZ INC,A,Discontinued,1994-12-05
212199,001,NAPROXEN SODIUM,NAPROXEN SODIUM,EQ 250MG BASE,TABLET,ORAL,RX,AB,N,N,SCIEGEN PHARMACEUTICALS INC,A,Active,2019-10-30
212199,002,NAPROXEN SODIUM,NAPROXEN SODIUM,EQ 500MG BASE,TABLET,ORAL,RX,AB,N,N,SCIEGEN PHARMACEUTICALS INC,A,Active,2019-10-30
091183,001,NAPROXEN SODIUM,NAPROXEN SODIUM,220MG,TABLET,ORAL,DISCN,,N,N,SUN PHARMACEUTICAL INDUSTRIES LTD,A,Discontinued,2011-05-20
074142,001,NAPROXEN SODIUM,NAPROXEN SODIUM,EQ 250MG BASE,TABLET,ORAL,DISCN,,N,N,TEVA PHARMACEUTICALS USA INC,A,Discontinued,1993-12-21
074198,001,NAPROXEN SODIUM,NAPROXEN SODIUM,EQ 250MG BASE,TABLET,ORAL,DISCN,,N,N,TEVA PHARMACEUTICALS USA INC,A,Discontinued,1993-12-21
074142,002,NAPROXEN SODIUM,NAPROXEN SODIUM,EQ 500MG BASE,TABLET,ORAL,DISCN,,N,N,TEVA PHARMACEUTICALS USA INC,A,Discontinued,1993-12-21
074198,002,NAPROXEN SODIUM,NAPROXEN SODIUM,EQ 500MG BASE,TABLET,ORAL,DISCN,,N,N,TEVA PHARMACEUTICALS USA INC,A,Discontinued,1993-12-21
074289,001,NAPROXEN SODIUM,NAPROXEN SODIUM,EQ 250MG BASE,TABLET,ORAL,DISCN,,N,N,TEVA PHARMACEUTICALS USA,A,Discontinued,1994-01-27
074289,002,NAPROXEN SODIUM,NAPROXEN SODIUM,EQ 500MG BASE,TABLET,ORAL,DISCN,,N,N,TEVA PHARMACEUTICALS USA,A,Discontinued,1994-01-27
074195,001,NAPROXEN SODIUM,NAPROXEN SODIUM,EQ 250MG BASE,TABLET,ORAL,DISCN,,N,N,WATSON LABORATORIES INC,A,Discontinued,1993-12-21
074455,001,NAPROXEN SODIUM,NAPROXEN SODIUM,EQ 250MG BASE,TABLET,ORAL,DISCN,,N,N,WATSON LABORATORIES INC,A,Discontinued,1995-05-31
074195,002,NAPROXEN SODIUM,NAPROXEN SODIUM,EQ 500MG BASE,TABLET,ORAL,DISCN,,N,N,WATSON LABORATORIES INC,A,Discontinued,1993-12-21
074455,002,NAPROXEN SODIUM,NAPROXEN SODIUM,EQ 500MG BASE,TABLET,ORAL,DISCN,,N,N,WATSON LABORATORIES INC,A,Discontinued,1995-05-31
212033,001,NAPROXEN SODIUM,NAPROXEN SODIUM,220MG,TABLET,ORAL,OTC,,N,N,YICHANG HUMANWELL PHARMACEUTICAL CO LTD,A,Active,2019-08-30
209726,001,NAPROXEN SODIUM AND DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE; NAPROXEN SODIUM,25MG;220MG,TABLET,ORAL,OTC,,N,N,AMNEAL PHARMACEUTICALS CO GMBH,A,Active,2018-10-23
211830,001,NAPROXEN SODIUM AND DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE; NAPROXEN SODIUM,25MG;220MG,TABLET,ORAL,OTC,,N,N,COREPHARMA LLC,A,Active,2019-08-22
213663,001,NAPROXEN SODIUM AND DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE; NAPROXEN SODIUM,25MG;220MG,TABLET,ORAL,OTC,,N,N,GRANULES INDIA LTD,A,Active,2020-09-24
207597,001,NAPROXEN SODIUM AND DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE; NAPROXEN SODIUM,25MG;220MG,TABLET,ORAL,DISCN,,N,N,P AND L DEVELOPMENT LLC,A,Discontinued,2019-01-25
208499,001,NAPROXEN SODIUM AND DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE; NAPROXEN SODIUM,25MG;220MG,TABLET,ORAL,OTC,,N,N,PERRIGO R AND D CO,A,Active,2019-05-10
012265,001,NAQUA,TRICHLORMETHIAZIDE,2MG,TABLET,ORAL,DISCN,,N,N,SCHERING CORP SUB SCHERING PLOUGH CORP,N,Discontinued,1982-01-01
012265,002,NAQUA,TRICHLORMETHIAZIDE,4MG,TABLET,ORAL,DISCN,,N,N,SCHERING CORP SUB SCHERING PLOUGH CORP,N,Discontinued,1982-01-01
012265,003,NAQUIVAL,RESERPINE; TRICHLORMETHIAZIDE,0.1MG;4MG,TABLET,ORAL,DISCN,,N,N,SCHERING CORP SUB SCHERING PLOUGH CORP,N,Discontinued,1982-01-01
078751,001,NARATRIPTAN,NARATRIPTAN HYDROCHLORIDE,EQ 1MG BASE,TABLET,ORAL,DISCN,,N,N,ANI PHARMACEUTICALS INC,A,Discontinued,2010-07-07
078751,002,NARATRIPTAN,NARATRIPTAN HYDROCHLORIDE,EQ 2.5MG BASE,TABLET,ORAL,DISCN,,N,N,ANI PHARMACEUTICALS INC,A,Discontinued,2010-07-07
091373,001,NARATRIPTAN,NARATRIPTAN HYDROCHLORIDE,EQ 1MG BASE,TABLET,ORAL,DISCN,,N,N,APOTEX CORP,A,Discontinued,2011-04-22
091373,002,NARATRIPTAN,NARATRIPTAN HYDROCHLORIDE,EQ 2.5MG BASE,TABLET,ORAL,DISCN,,N,N,APOTEX CORP,A,Discontinued,2011-04-22
202431,001,NARATRIPTAN,NARATRIPTAN HYDROCHLORIDE,EQ 1MG BASE,TABLET,ORAL,DISCN,,N,N,AUROBINDO PHARMA USA INC,A,Discontinued,2012-05-31
